FID,PARENT,STATUS,LENGTH,GREENBOOK,HIGHWAY,GIS,JURISDICTI,QC_NOTE,FUN_CLASS,GRID,MIN_STATIO,MAX_STATIO,COUNCIL,DISTRICT1,District,NO_LABEL,RTE_SYS_ED,Shape__Length,District_Split
1513,EMERS1, ,3052,Emerson St,EMERSON ST,1,PUBLIC WAY, ,LO,0,0,3052,2,3-05,3-05,1, ,1257.1974574672502,['3-05']
1514,EMERS2, ,259,Emerson Pl,EMERSON PL,1,PRIVATE WAY, ,LO,0,0,259,8,1-1B,1-1B,1, ,106.752269284171,['1-1B']
1515,EMERY1, ,410,Emery Rd,EMERY RD,1,PRIVATE WAY, ,LO,0,0,410,9,2-04,2-04,0, ,169.334055400778,['2-04']
1516,EMMET1, ,299,Emmet St,EMMET ST SB,1,PUBLIC WAY, ,LO,0,0,299,2,3-05,3-05,0, ,123.447463684187,['3-05']
1517,EMMET2, ,643,Emmet St,EMMET ST HP,1,PRIVATE WAY, ,LO,0,0,643,5,2-08,2-08,0, ,264.644675975913,['2-08']
1518,EMMET3, ,129,Emmet Pl,EMMET PL,1,PRIVATE WAY, ,LO,0,0,129,1,1-09,1-09,1, ,53.472399546331,['1-09']
1519,EMMON1, ,362,Emmons St,EMMONS ST,1,PUBLIC WAY, ,LO,0,0,362,1,1-09,1-09,0, ,149.495311081459,['1-09']
1520,EMMON2, ,1489,Emmonsdale Rd,EMMONSDALE RD,1,PUBLIC WAY, ,LO,0,0,1489,6,2-06,2-06,0, ,613.6146772880979,['2-06']
1521,EMPIR1, ,824,Empire St,EMPIRE ST,1,PUBLIC WAY, ,LO,0,0,824,9,2-04,2-04,1, ,339.491081353374,['2-04']
1522,EMROS1, ,195,Emrose Ter,EMROSE TR,1,PUBLIC WAY, ,LO,0,0,195,7,3-03,3-03,1, ,80.4699968111008,['3-03']
1523,EMSEL1, ,197,Emsella Ter,EMSELLA TER,1,PRIVATE WAY, ,LO,0,0,197,6,2-02,2-02,1, ,81.15524573725929,['2-02']
1524,ENDIC1, ,1381,Endicott St,ENDICOTT ST,1,PUBLIC WAY, ,LO,0,0,1381,1,1-1B,1-1B,1, ,570.57308870205,['1-1B']
1525,ENDIC2, ,143,Endicott Ct,ENDICOTT CT,1,PRIVATE WAY, ,LO,0,0,143,1,1-1B,1-1B,1, ,58.7069740556886,['1-1B']
1526,ENDIC3, ,214,Endicott Ter,ENDICOTT TER,1,PRIVATE WAY, ,LO,0,0,214,3,3-07,3-07,1, ,87.9802844847126,['3-07']
1527,ENFIE1, ,444,Enfield St,ENFIELD ST,1,PUBLIC WAY, ,LO,0,0,444,6,2-02,2-02,0, ,183.475711634203,['2-02']
1528,ENGLE1, ,1706,Englewood Ave,ENGLEWOOD AV,1,PUBLIC WAY, ,LO,0,0,1706,9,2-04,2-04,1, ,702.43594976371,['2-04']
1529,ENNEK1, ,9782,Enneking Pkwy,ENNEKING PWY,1,DCR, ,AR,0,0,9782,5,"2-06, 2-08","2-06, 2-08",0, ,4020.4358566249603,"['2-06', ' 2-08']"
1530,BOWDO2, ,246,Bowdoin Park,BOWDOIN PK,1,PUBLIC WAY, ,LO,0,0,246,4,3-03,3-03,0, ,101.588622740356,['3-03']
1531,HARRI6, ,99,Harrington Ave,HARRINGTON AV,1,PRIVATE WAY, ,LO,0,0,99,7,1-10B,1-10B,1, ,40.7835492557083,['1-10B']
1532,BOWDO3, ,5470,Bowdoin St,BOWDOIN ST DO,1,PUBLIC WAY, ,AR,0,0,5470,4,3-03,3-03,1, ,2256.1854079429604,['3-03']
1533,HARRI8, ,367,Harrison Avenue Ext,HARRISON AV EXT,1,PUBLIC WAY, ,LO,0,0,367,2,1-1C,1-1C,0, ,151.743241869013,['1-1C']
1534,HARRI9, ,139,Harrison Park,HARRISON PARK,1,PRIVATE WAY, ,LO,0,0,139,3,3-07,3-07,1, ,57.19531125840779,['3-07']
1535,HARRO1, ,320,Harrow St,HARROW ST,1,PUBLIC WAY, ,LO,0,0,320,7,3-03,3-03,1, ,131.995172531719,['3-03']
1536,HARRY1, ,801,Harry Agganis Way,HARRY AGGANIS WAY,1,PUBLIC WAY, ,LO,0,0,801,8,2-04,2-04,0, ,331.25130642487005,['2-04']
1537,HART 1, ,125,Hart Pl,HART PL,1,PUBLIC WAY, ,LO,0,0,125,2,3-05,3-05,0, ,51.7775145098775,['3-05']
1538,HARTF1, ,162,Hartford Ct,HARTFORD CT,1,PUBLIC WAY, ,LO,0,0,162,7,3-03,3-03,1, ,66.6111739216776,['3-03']
1539,HARTF2, ,1787,Hartford St,HARTFORD ST,1,PUBLIC WAY, ,LO,0,0,1787,7,3-03,3-03,1, ,738.022117215374,['3-03']
1540,HARTF3, ,193,Hartford Ter,HARTFORD TER,1,PRIVATE WAY, ,LO,0,0,193,7,3-03,3-03,1, ,79.55317179326991,['3-03']
1541,HARTL1, ,347,Hartland St,HARTLAND ST,1,PUBLIC WAY, ,LO,0,0,347,3,3-03,3-03,0, ,142.90224502742902,['3-03']
1542,HARTL2, ,602,Hartlawn Rd,HARTLAWN RD,1,PUBLIC WAY, ,LO,0,0,602,6,2-06,2-06,0, ,248.15732467967004,['2-06']
1543,HARTL3, ,204,Hartley Ter,HARTLEY TR,1,PUBLIC WAY, ,LO,0,0,204,9,2-04,2-04,0, ,84.4398380332173,['2-04']
1544,HARTW1, ,684,Hartwell St,HARTWELL ST,1,PUBLIC WAY, ,AR,0,0,684,7,1-10B,1-10B,0, ,282.405553357133,['1-10B']
1545,HARVA1, ,1649,Harvard Ave,HARVARD AV HP,1,PUBLIC WAY, ,CO,0,0,1649,5,2-08,2-08,1, ,680.3766537657331,['2-08']
1546,HARVA10, ,2566,Harvard Ave,HARVARD AV BR,1,PUBLIC WAY, ,LO,0,0,2566,9,2-04,2-04,1, ,1060.2082932782198,['2-04']
1547,HARVA11, ,1085,Harvard Brdg,HARVARD BRIDGE,1,DCR, ,LO,0,0,1085,8,1-1C,1-1C,0, ,448.08998216274904,['1-1C']
1548,HARVA12, ,105,Harvard Pl,HARVARD PL HP,1,PRIVATE WAY, ,LO,0,0,105,5,2-08,2-08,1, ,43.23287996606479,['2-08']
1549,HARVA13, ,115,Harvard Way,HARVARD WAY,1,PRIVATE WAY, ,LO,0,0,115,9,2-04,2-04,0, ,47.532900383329704,['2-04']
1550,HARVA14, ,117,Harvard Pl,HARVARD PL CH,1,PRIVATE WAY, ,LO,0,0,117,1,1-1A,1-1A,0, ,48.244415742749005,['1-1A']
1551,HARVA15, ,147,Harvard Pl,HARVARD PL BP,1,PRIVATE WAY, ,LO,0,0,147,1,1-1C,1-1C,1, ,60.6951236653549,['1-1C']
1552,HARVA2, ,736,Harvard Ave,HARVARD AV DO,1,PUBLIC WAY, ,LO,0,0,736,4,3-03,3-03,1, ,304.035268802945,['3-03']
1553,HARVA3, ,178,Harvard Park,HARVARD PK,1,PUBLIC WAY, ,LO,0,0,178,4,3-03,3-03,1, ,73.6567588270581,['3-03']
1554,HARVA4, ,458,Harvard Sq,HARVARD SQ,1,PUBLIC WAY, ,LO,0,0,458,1,1-1A,1-1A,0, ,188.97873379876998,['1-1A']
1555,HARVA6, ,14434,Harvard St,HARVARD ST DO,1,PUBLIC WAY, ,AR,0,0,14434,4,"2-08, 3-03, 3-07","2-08, 3-03, 3-07",1, ,5949.041055898821,"['2-08', ' 3-03', ' 3-07']"
1556,HARVA7, ,856,Harvard St,HARVARD ST CH,1,PUBLIC WAY, ,AR,0,0,864,1,1-1A,1-1A,0, ,353.50057371299795,['1-1A']
1557,HARVA9, ,314,Harvard Ter,HARVARD TER,1,PUBLIC WAY, ,LO,0,0,314,9,2-04,2-04,1, ,129.446535956289,['2-04']
1558,HARVE1, ,1009,Harvest St,HARVEST ST,1,PUBLIC WAY, ,LO,0,0,1009,2,3-03,3-03,1, ,415.5194230468,['3-03']
1559,HARVE2, ,162,Harvest Ter,HARVEST TER,1,PUBLIC WAY, ,LO,0,0,162,2,3-03,3-03,1, ,67.0357322977096,['3-03']
1560,HARVE3, ,176,Harvester St,HARVESTER ST,1,PUBLIC WAY, ,LO,0,0,176,9,2-04,2-04,0, ,72.5059571722338,['2-04']
1561,HARVE4, ,584,Harvey Steel Rd,HARVEY STEEL RD,1,PRIVATE WAY, ,LO,0,0,584,9,2-04,2-04,1, ,240.37047553387401,['2-04']
1562,HARWO1, ,751,Harwood St,HARWOOD ST,1,PUBLIC WAY, ,LO,0,0,751,4,3-07,3-07,1, ,308.936160368056,['3-07']
1563,HASKE1, ,611,Haskell St,HASKELL ST,1,PUBLIC WAY, ,LO,0,0,611,9,2-04,2-04,1, ,252.455583886462,['2-04']
1564,HASLE1, ,553,Haslet St,HASLET ST,1,PUBLIC WAY, ,LO,0,0,553,5,2-06,2-06,1, ,227.95689976444402,['2-06']
1565,HASTI1, ,1607,Hastings St,HASTINGS ST,1,PUBLIC WAY, ,LO,0,0,1607,6,2-06,2-06,0, ,662.2663571680159,['2-06']
1566,HATCH1, ,301,Hatch St,HATCH ST,1,PUBLIC WAY, ,LO,0,0,301,2,3-05,3-05,0, ,124.384083151675,['3-05']
1567,HATHA1, ,294,Hathaway St,HATHAWAY ST,1,PUBLIC WAY, ,LO,0,0,294,6,2-02,2-02,1, ,121.623871771744,['2-02']
1568,HATHE1, ,630,Hatherly Rd,HATHERLY RD,1,PUBLIC WAY, ,LO,0,0,630,9,2-04,2-04,0, ,259.51660513459,['2-04']
1569,HATHO1, ,143,Hathon Sq,HATHON SQ,1,PRIVATE WAY, ,LO,0,0,143,1,1-1A,1-1A,1, ,59.1612288131612,['1-1A']
1570,HATTO1, ,125,Hatton Fw,HATTON FW,1,PUBLIC WAY, ,LO,0,0,125,3,3-07,3-07,1, ,51.584390043853396,['3-07']
1571,HAUL 1, ,8927,Haul Rd,HAUL RD,1,STATE, ,LO,0,0,8927,2,3-05,3-05,0, ,3682.0307310466296,['3-05']
1572,HAUTV1, ,904,Hautevale St,HAUTEVALE ST,1,PUBLIC WAY, ,LO,0,0,904,5,"2-06, 2-08","2-06, 2-08",0, ,372.59026769996495,"['2-06', ' 2-08']"
1573,HAVAN1, ,454,Havana St,HAVANA ST,1,PUBLIC WAY, ,LO,0,0,454,5,2-06,2-06,0, ,187.10252424899898,['2-06']
1574,HAVEL1, ,699,Havelock St,HAVELOCK ST,1,PUBLIC WAY, ,LO,0,0,699,4,3-07,3-07,1, ,287.61032559255904,['3-07']
1575,HAVEN1, ,209,Haven St,HAVEN ST,1,PUBLIC WAY, ,LO,0,0,209,2,1-1C,1-1C,0, ,86.20850348818001,['1-1C']
1576,HAVER1, ,983,Haverford St,HAVERFORD ST,1,PUBLIC WAY, ,LO,0,0,983,6,2-02,2-02,1, ,405.782987606124,['2-02']
1577,HAVER2, ,525,Haverhill St,HAVERHILL ST,1,PUBLIC WAY, ,LO,0,0,525,1,1-1B,1-1B,1, ,212.68752084914502,['1-1B']
1578,HAVEY1, ,319,Havey St,HAVEY ST,1,PUBLIC WAY, ,LO,0,0,319,5,2-06,2-06,1, ,131.363457168189,['2-06']
1579,HAVIL1, ,525,Haviland St,HAVILAND ST,1,PUBLIC WAY, ,LO,0,0,525,8,"1-10A, 1-1C","1-10A, 1-1C",0, ,216.224104837597,"['1-10A', ' 1-1C']"
1580,HAVIL2, ,109,Haviland Ter,HAVILAND TER,1,PRIVATE WAY, ,LO,0,0,109,8,1-10A,1-10A,0, ,44.9837696320924,['1-10A']
1581,HAVRE1, ,1930,Havre St,HAVRE ST S,1,PUBLIC WAY, ,CO,0,0,1930,1,1-09,1-09,1, ,796.657596067139,['1-09']
1582,HAVRE2, ,1331,Havre St,HAVRE ST N,1,PUBLIC WAY, ,CO,0,0,1331,1,1-09,1-09,1, ,549.7003949667401,['1-09']
1583,HAWES1, ,277,Hawes St,HAWES ST,1,PUBLIC WAY, ,LO,0,0,277,1,1-1C,1-1C,1, ,113.942092910805,['1-1C']
1584,HAWKI1, ,563,Hawkins St,HAWKINS ST,1,PUBLIC WAY, ,LO,0,0,563,1,1-1B,1-1B,1, ,232.24852709163798,['1-1B']
1585,HAWLE1, ,518,Hawley St,HAWLEY ST S,1,PUBLIC WAY, ,LO,0,0,518,1,1-1C,1-1C,1, ,213.77176926726398,['1-1C']
1586,HAWLE2, ,143,Hawley St,HAWLEY ST N,1,PUBLIC WAY, ,LO,0,0,143,1,1-1C,1-1C,1, ,59.0983076588344,['1-1C']
1587,HAWLE3, ,216,Hawley Pl,HAWLEY PL,1,PRIVATE WAY, ,LO,0,0,216,1,1-1C,1-1C,1, ,88.91137288575649,['1-1C']
1588,HAWTH1, ,808,Hawthorne St,HAWTHORNE ST RX,1,PUBLIC WAY, ,LO,0,0,808,7,1-10B,1-10B,0, ,333.024835552671,['1-10B']
1589,HAWTH2, ,1489,Hawthorne St,HAWTHORNE ST WR,1,PUBLIC WAY, ,LO,0,0,1489,5,2-06,2-06,0, ,614.319486007753,['2-06']
1590,HAWTH3, ,683,Hawthorne Pl,HAWTHORNE PL,1,PRIVATE WAY, ,LO,0,0,683,8,1-1B,1-1B,1, ,282.030687770864,['1-1B']
1591,HAYDE1, ,295,Hayden St,HAYDEN ST,1,PUBLIC WAY, ,LO,0,0,295,6,1-10A,1-10A,1, ,122.011445997013,['1-10A']
1592,HAYDN1, ,651,Haydn St,HAYDN ST,1,PUBLIC WAY, ,LO,0,0,651,5,2-06,2-06,0, ,268.050969862867,['2-06']
1593,HAYES1, ,578,Hayes Rd,HAYES RD,1,PUBLIC WAY, ,LO,0,0,578,5,2-06,2-06,0, ,238.143161635565,['2-06']
1594,HAYMA1, ,143,Haymarket Pl,HAYMARKET PL,1,PRIVATE WAY, ,LO,0,0,143,2,1-1C,1-1C,0, ,59.129089317006795,['1-1C']
1595,HAYMA2, ,348,Haymarket Sq,HAYMARKET SQ,1,PUBLIC WAY, ,LO,0,0,256,1,1-1B,1-1B,1, ,143.734591780878,['1-1B']
1596,HAYNE1, ,671,Haynes St,HAYNES ST,1,PUBLIC WAY, ,LO,0,0,671,1,1-09,1-09,1, ,276.878572000487,['1-09']
1597,HAYWA1, ,297,Hayward Pl,HAYWARD PL,1,PUBLIC WAY, ,CO,0,0,297,2,1-1C,1-1C,0, ,122.353345303899,['1-1C']
1598,HAZEL2, ,1022,Hazelwood St,HAZELWOOD ST,1,PUBLIC WAY, ,LO,0,0,1022,7,1-10B,1-10B,1, ,421.477090291346,['1-10B']
1599,HAZEL3, ,781,Hazelmere Rd,HAZELMERE RD,1,PUBLIC WAY, ,LO,0,0,781,5,2-06,2-06,1, ,321.439006823199,['2-06']
1600,HAZEL4, ,160,Hazelwood Ct,HAZELWOOD CT,1,PUBLIC WAY, ,LO,0,0,160,7,1-10B,1-10B,1, ,66.0283124436084,['1-10B']
1601,HAZLE1, ,2295,Hazleton St,HAZLETON ST,1,PUBLIC WAY, ,CO,0,0,2295,4,3-07,3-07,0, ,945.5999773381191,['3-07']
1602,HEAD 1, ,318,Head Pl,HEAD PL,1,PRIVATE WAY, ,LO,0,0,318,2,1-1C,1-1C,1, ,131.224442805464,['1-1C']
1603,HEATH1, ,3993,Heath St,HEATH ST,1,PUBLIC WAY, ,AR,0,0,3993,6,"1-10A, 1-10B","1-10A, 1-10B",1, ,1645.47738017836,"['1-10A', ' 1-10B']"
1604,HEATH2, ,468,Heathcote St,HEATHCOTE ST,1,PUBLIC WAY, ,LO,0,0,468,5,2-06,2-06,1, ,192.916289948703,['2-06']
1605,HEBRO1, ,758,Hebron St,HEBRON ST,1,PUBLIC WAY, ,LO,0,0,758,5,2-08,2-08,1, ,312.635564977087,['2-08']
1606,HECLA1, ,955,Hecla St,HECLA ST,1,PUBLIC WAY, ,LO,0,0,955,3,3-03,3-03,0, ,393.2922168636,['3-03']
1607,HEFFE1, ,300,Hefferan St,HEFFERAN ST,1,PRIVATE WAY, ,LO,0,0,300,9,2-04,2-04,0, ,123.50544189984899,['2-04']
1608,HELDU1, ,419,Heldun St,HELDUN ST,1,PUBLIC WAY, ,LO,0,0,419,6,2-06,2-06,0, ,172.953119889645,['2-06']
1609,HELEN1, ,404,Helen St,HELEN ST,1,PUBLIC WAY, ,LO,0,0,404,4,"3-03, 3-07","3-03, 3-07",1, ,166.213871158851,"['3-03', ' 3-07']"
1610,HELEN2, ,588,Helena Rd,HELENA RD,1,PUBLIC WAY, ,LO,0,0,588,3,3-07,3-07,0, ,242.20556807974603,['3-07']
1611,HEMEN1, ,2924,Hemenway St,HEMENWAY ST,1,PUBLIC WAY, ,AR,0,0,2924,8,1-10A,1-10A,1, ,1207.92144047048,['1-10A']
1612,HEMEN2, ,108,Hemenway Ter,HEMENWAY TER,1,PRIVATE WAY, ,LO,0,0,108,8,1-10A,1-10A,1, ,44.5730913403027,['1-10A']
1613,HEMLO1, ,958,Hemlock Rd,HEMLOCK RD,1,PUBLIC WAY, ,LO,0,0,958,6,2-06,2-06,0, ,394.942750246323,['2-06']
1614,HEMMA1, ,1331,Hemman St,HEMMAN ST,1,PUBLIC WAY, ,LO,0,0,1331,5,2-06,2-06,0, ,548.566189103428,['2-06']
1615,HENCH1, ,273,Henchman St,HENCHMAN ST,1,PUBLIC WAY, ,LO,0,0,273,1,1-1B,1-1B,1, ,112.764790559405,['1-1B']
1616,HENDE1, ,126,Henderson Ave,HENDERSON AV,1,PRIVATE WAY, ,LO,0,0,126,2,3-05,3-05,1, ,52.0159056890452,['3-05']
1617,HENDE2, ,736,Henderson Rd,HENDERSON RD,1,PRIVATE WAY, ,LO,0,0,736,3,3-07,3-07,0, ,302.978879752079,['3-07']
1618,HENDR1, ,601,Hendry St,HENDRY ST,1,PUBLIC WAY, ,LO,0,0,601,3,3-03,3-03,0, ,247.996505099799,['3-03']
1619,HENLE1, ,418,Henley St,HENLEY ST,1,PUBLIC WAY, ,AR,0,0,418,1,1-1A,1-1A,0, ,172.211761325911,['1-1A']
1620,HENRI1, ,435,Henrici St,HENRICI ST,1,PRIVATE WAY, ,LO,0,0,435,4,3-07,3-07,1, ,179.458504235272,['3-07']
1621,HENRY1, ,212,Henry St,HENRY ST,1,PUBLIC WAY, ,LO,0,0,212,1,1-09,1-09,0, ,87.55623886838009,['1-09']
1622,HENRY2, ,572,Henry Sterling Sq,HENRY STERLING SQ,1,PRIVATE WAY, ,LO,0,0,572,2,3-05,3-05,1, ,235.97546107358602,['3-05']
1623,HENSH1, ,1047,Henshaw St,HENSHAW ST,1,PUBLIC WAY, ,LO,0,0,1047,9,2-04,2-04,0, ,431.40877511157305,['2-04']
1624,HENSH2, ,227,Henshaw Ter,HENSHAW TER,1,PRIVATE WAY, ,LO,0,0,227,6,2-06,2-06,1, ,93.675327155941,['2-06']
1625,HERAL1, ,2056,Herald St,HERALD ST,1,PUBLIC WAY, ,AR,0,0,2056,2,1-1C,1-1C,0, ,846.773500259938,['1-1C']
1626,HERBE1, ,382,Herbert St,HERBERT ST,1,PUBLIC WAY, ,LO,0,0,382,4,3-07,3-07,1, ,157.861013116652,['3-07']
1627,HERBE2, ,265,Herbertson Rd,HERBERTSON RD,1,PUBLIC WAY, ,LO,0,0,265,6,2-02,2-02,0, ,109.51469591881201,['2-02']
1628,HEREF1, ,1581,Hereford St,HEREFORD ST,1,PUBLIC WAY, ,AR,0,0,1581,8,1-1C,1-1C,0, ,653.129932864827,['1-1C']
1629,HERMA1, ,322,Herman St,HERMAN ST,1,PRIVATE WAY, ,LO,0,0,322,7,1-10B,1-10B,1, ,132.903775704905,['1-10B']
1630,HERON1, ,549,Heron St,HERON ST,1,PRIVATE WAY, ,LO,0,0,549,6,2-06,2-06,0, ,217.93630558883203,['2-06']
1631,HERRI1, ,367,Herrick St,HERRICK ST,1,PUBLIC WAY, ,LO,0,0,367,9,2-04,2-04,0, ,151.437210929632,['2-04']
1632,HERSE1, ,108,Hersey Pl,HERSEY PL,1,PRIVATE WAY, ,LO,0,0,108,2,1-1C,1-1C,0, ,44.660416746013496,['1-1C']
1633,HESST1, ,255,Hesston Ter,HESSTON TER,1,PUBLIC WAY, ,LO,0,0,255,3,3-03,3-03,0, ,105.15121798553301,['3-03']
1634,HESTE1, ,238,Hester St,HESTER ST,1,PRIVATE WAY, ,LO,0,0,238,9,2-04,2-04,0, ,98.08800141768091,['2-04']
1635,HESTI1, ,201,Hestia Park,HESTIA PARK,1,PRIVATE WAY, ,LO,0,0,201,7,1-10B,1-10B,0, ,82.9820299388818,['1-10B']
1636,HEWES1, ,474,Hewes St,HEWES ST,1,PUBLIC WAY, ,LO,0,0,474,7,1-10B,1-10B,1, ,195.279179055574,['1-10B']
1637,HEWIN1, ,750,Hewins St,HEWINS ST,1,PUBLIC WAY, ,LO,0,0,750,4,3-03,3-03,0, ,309.291119321661,['3-03']
1638,HEWLE1, ,1702,Hewlett St,HEWLETT ST,1,PUBLIC WAY, ,LO,0,0,1702,5,2-06,2-06,1, ,701.716316441647,['2-06']
1639,HIAWA1, ,986,Hiawatha Rd,HIAWATHA RD,1,PUBLIC WAY, ,LO,0,0,986,5,3-07,3-07,0, ,406.135702826794,['3-07']
1640,HICHB1, ,893,Hichborn St,HICHBORN ST,1,PUBLIC WAY, ,LO,0,0,893,9,2-04,2-04,0, ,368.265708859986,['2-04']
1641,HIGGI1, ,477,Higgins St,HIGGINS ST,1,PUBLIC WAY, ,LO,0,0,477,9,2-04,2-04,1, ,197.004970446847,['2-04']
1642,HIGGI2, ,445,Higginson Cir,HIGGINSON CIR,1,PUBLIC WAY, ,LO,0,0,445,8,1-10A,1-10A,0, ,183.49925190755002,['1-10A']
1643,HIGH 1, ,519,High Rock Way,HIGH ROCK WAY,1,PUBLIC WAY, ,LO,0,0,519,9,2-04,2-04,0, ,213.927015947445,['2-04']
1644,HIGH 2, ,1788,High St,HIGH ST CH,1,PUBLIC WAY, ,CO,0,0,1788,1,1-1A,1-1A,1, ,737.7255347362669,['1-1A']
1645,HIGH 3, ,564,High St,HIGH ST DO,1,PUBLIC WAY, ,LO,0,0,564,3,3-03,3-03,0, ,232.894097182845,['3-03']
1646,HIGH 4, ,2234,High St,HIGH ST BP,1,PUBLIC WAY, ,AR,0,0,2256,1,1-1C,1-1C,1, ,921.192111833395,['1-1C']
1647,HIGH 5, ,1352,High View Ave,HIGH VIEW AV,1,PUBLIC WAY, ,LO,0,0,1352,6,2-06,2-06,0, ,549.2314139956391,['2-06']
1648,HIGH 6, ,453,High Rd,HIGH RD,1,PRIVATE WAY, ,LO,0,0,453,6,2-06,2-06,0, ,186.83031711294998,['2-06']
1649,HIGHC1, ,1015,Highcrest Rd,HIGHCREST RD,1,PRIVATE WAY, ,LO,0,0,1015,5,2-06,2-06,0, ,418.468666263892,['2-06']
1650,HIGHC2, ,441,Highcrest Ter,HIGHCREST TER,1,PRIVATE WAY, ,LO,0,0,441,5,2-06,2-06,0, ,181.809249565752,['2-06']
1651,HIGHF1, ,655,Highfield Rd,HIGHFIELD RD,1,PUBLIC WAY, ,LO,0,0,655,5,2-06,2-06,1, ,269.769310005072,['2-06']
1652,HIGHF2, ,167,Highfield Ter,HIGHFIELD TER,1,PRIVATE WAY, ,LO,0,0,167,5,2-06,2-06,0, ,68.9129176145089,['2-06']
1653,HIGHG1, ,559,Highgate St,HIGHGATE ST,1,PUBLIC WAY, ,LO,0,0,559,9,2-04,2-04,0, ,230.957176067994,['2-04']
1654,HIGHL1, ,703,Highland Ave,HIGHLAND AV,1,PUBLIC WAY, ,LO,0,0,703,7,1-10B,1-10B,1, ,290.27136932847304,['1-10B']
1655,HIGHL2, ,545,Highland Park Ave,HIGHLAND PARK AV,1,PUBLIC WAY, ,LO,0,0,545,7,1-10B,1-10B,1, ,224.51819649537003,['1-10B']
1656,HIGHL3, ,365,Highland Park St,HIGHLAND PARK ST,1,PUBLIC WAY, ,LO,0,0,365,7,1-10B,1-10B,1, ,150.574847051851,['1-10B']
1657,HIGHL4, ,3995,Highland St,HIGHLAND ST RX,1,PUBLIC WAY, ,CO,0,0,3995,7,1-10B,1-10B,0, ,1648.96455937347,['1-10B']
1658,HIGHL5, ,2494,Highland St,HIGHLAND ST HP,1,PUBLIC WAY, ,CO,0,0,2494,5,2-08,2-08,0, ,1026.6558762877698,['2-08']
1659,HIGHL6, ,121,Highland Ter,HIGHLAND TER,1,PRIVATE WAY, ,LO,0,0,121,7,1-10B,1-10B,1, ,49.7410245932589,['1-10B']
1660,HILAR1, ,149,Hilary St,HILARY ST,1,PRIVATE WAY, ,LO,0,0,149,1,1-1A,1-1A,0, ,61.4501513858391,['1-1A']
1661,HILBU1, ,1179,Hilburn St,HILBURN ST,1,PUBLIC WAY, ,LO,0,0,1179,5,2-06,2-06,0, ,485.953601574656,['2-06']
1662,HILBU2, ,235,Hilburn Pl,HILBURN PL,1,PRIVATE WAY, ,LO,0,0,235,5,2-06,2-06,0, ,96.9764571581085,['2-06']
1663,HILDR1, ,398,Hildreth St,HILDRETH ST,1,PUBLIC WAY, ,LO,0,0,398,4,3-07,3-07,1, ,164.117031119438,['3-07']
1664,HILL 1, ,140,Hill St,HILL ST,1,PUBLIC WAY, ,LO,0,0,140,1,1-1A,1-1A,0, ,57.879536520875796,['1-1A']
1665,HILL 2, ,1926,Hill Top St,HILL TOP ST,1,PUBLIC WAY, ,AR,0,0,1926,3,3-07,3-07,0, ,792.9451449772749,['3-07']
1666,HILLC1, ,849,Hillcrest St,HILLCREST ST,1,PUBLIC WAY, ,LO,0,0,849,6,2-06,2-06,0, ,349.87811558192703,['2-06']
1667,HILLC2, ,738,Hillcroft Rd,HILLCROFT RD,1,PUBLIC WAY, ,LO,0,0,738,6,2-02,2-02,1, ,304.572103709432,['2-02']
1668,HILLI1, ,1031,Hillis Rd,HILLIS RD,1,PUBLIC WAY, ,LO,0,0,1031,5,2-08,2-08,1, ,424.830225703822,['2-08']
1669,HILLO1, ,1098,Hillock St,HILLOCK ST,1,PUBLIC WAY, ,LO,0,0,1098,5,2-06,2-06,0, ,452.210093560775,['2-06']
1670,HILLS1, ,1020,Hillsboro Rd,HILLSBORO RD,1,PUBLIC WAY, ,LO,0,0,1020,4,3-07,3-07,1, ,420.32868954862397,['3-07']
1671,HILLS2, ,807,Hillsdale St,HILLSDALE ST,1,PUBLIC WAY, ,LO,0,0,807,3,3-07,3-07,0, ,332.894995982137,['3-07']
1672,HILLS3, ,3085,Hillside St,HILLSIDE ST,1,PUBLIC WAY, ,LO,0,0,3085,8,1-10A,1-10A,1, ,1270.82416245169,['1-10A']
1673,HILLS4, ,287,Hillsboro St,HILLSBORO ST,1,PRIVATE WAY, ,LO,0,0,287,7,3-03,3-03,1, ,118.60826459379999,['3-03']
1674,HILLV1, ,404,Hillview Ave,HILLVIEW AV,1,PUBLIC WAY, ,LO,0,0,404,5,2-06,2-06,1, ,166.59990092506,['2-06']
1675,HILTO1, ,533,Hilton St,HILTON ST,1,PUBLIC WAY, ,LO,0,0,533,5,2-08,2-08,1, ,219.783738859241,['2-08']
1676,HILTO2, ,123,Hilton Ter,HILTON TER,1,PRIVATE WAY, ,LO,0,0,123,7,1-10B,1-10B,1, ,50.7455974771813,['1-10B']
1677,HINCK1, ,436,Hinckley St,HINCKLEY ST,1,PUBLIC WAY, ,LO,0,0,436,3,3-03,3-03,1, ,179.34900863329702,['3-03']
1678,HINSD1, ,269,Hinsdale St,HINSDALE ST,1,PUBLIC WAY, ,LO,0,0,269,8,1-10A,1-10A,0, ,111.12873317133699,['1-10A']
1679,HNTNG1, ,1247,Huntington Ave Underpass,HUNTINGTON AV RX UNDRPS EB,1,PUBLIC WAY, ,AR,0,0,1711,7,"1-10A, 1-1C","1-10A, 1-1C",1, ,514.32010485886,"['1-10A', ' 1-1C']"
