,case_enquiry_id,open_dt,target_dt,closed_dt,ontime,case_status,closure_reason,case_title,subject,reason,type,location,location_street_name,location_zipcode,latitude,longitude,source
44408,101004620568,2023-01-05 11:26:00,2023-01-06 11:26:16,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),239 Causeway St  Boston  MA  02114,239 Causeway St,2114.0,42.3661,-71.0594,Citizens Connect App
44517,101004621979,2023-01-06 13:16:00,2023-01-09 13:16:17,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),28 E Springfield St  Roxbury  MA  02118,28 E Springfield St,2118.0,42.3363,-71.0753,Constituent Call
44600,101004623079,2023-01-07 15:53:00,2023-01-10 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),526-530 Park St  Dorchester  MA  02124,526-530 Park St,2124.0,42.2951,-71.0743,Citizens Connect App
44601,101004623080,2023-01-07 15:53:00,2023-01-10 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),27 Worcester St  Roxbury  MA  02118,27 Worcester St,2118.0,42.3383,-71.0763,Citizens Connect App
44720,101004624517,2023-01-09 11:28:00,2023-01-10 11:28:25,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),659-665 Washington St  Boston  MA  02116,659-665 Washington St,2116.0,42.3518,-71.0631,Citizens Connect App
44764,101004625345,2023-01-09 20:23:00,2023-01-11 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),115 Bartlett St  Charlestown  MA  02129,115 Bartlett St,2129.0,42.3793,-71.0661,Citizens Connect App
44956,101004627611,2023-01-11 14:32:00,2023-01-12 14:32:34,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),43 Joy St  Boston  MA  02114,43 Joy St,2114.0,42.3598,-71.0649,Constituent Call
45005,101004628227,2023-01-12 07:50:00,2023-01-23 12:45:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),3 McKinley Sq  Boston  MA  02109,3 McKinley Sq,2109.0,42.359,-71.0536,Citizens Connect App
45119,101004629657,2023-01-13 09:52:00,2023-01-17 09:53:01,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),211 W Springfield St  Roxbury  MA  02118,211 W Springfield St,2118.0,42.3406,-71.0803,Citizens Connect App
45293,101004631499,2023-01-15 12:43:00,2023-01-18 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),66 Waltham St  Roxbury  MA  02118,66 Waltham St,2118.0,42.3427,-71.0703,Citizens Connect App
45535,101004634305,2023-01-18 09:18:00,2023-01-19 09:18:42,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),15 Irving St  Boston  MA  02114,15 Irving St,2114.0,42.3607,-71.0665,Citizens Connect App
45538,101004634333,2023-01-18 09:35:00,2023-01-19 09:35:27,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),18 Tremont St  Charlestown  MA  02129,18 Tremont St,2129.0,42.3766,-71.0589,Citizens Connect App
45674,101004635951,2023-01-19 10:10:00,2023-02-02 10:10:22,,OVERDUE,Open, ,Missing Sign,Transportation - Traffic Division,Signs & Signals,Missing Sign,35 Winthrop St  Roxbury  MA  02119,35 Winthrop St,2119.0,42.326,-71.0811,Constituent Call
45710,101004636464,2023-01-19 13:57:00,2023-01-20 13:57:48,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Berkeley St & Boylston St  Boston  MA  ,INTERSECTION Berkeley St & Boylston St,,42.3594,-71.0587,Citizens Connect App
45763,101004637117,2023-01-20 08:25:52,2024-01-20 08:25:52,,ONTIME,Open, ,Sidewalk Repair,Public Works Department,Highway Maintenance,Sidewalk Repair,INTERSECTION of Oak Square Ave & Washington St  Brighton  MA  ,INTERSECTION Oak Square Ave & Washington St,,42.3594,-71.0587,Employee Generated
45845,101004638212,2023-01-20 20:47:00,2023-01-24 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),42 Favre St  Mattapan  MA  02126,42 Favre St,2126.0,42.2719,-71.0996,Citizens Connect App
45906,101004638880,2023-01-21 16:29:00,2023-01-24 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),398 Columbus Ave  Boston  MA  02116,398 Columbus Ave,2116.0,42.3445,-71.0764,Citizens Connect App
45955,101004639525,2023-01-22 16:41:00,2023-01-24 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),45 Standish St  Dorchester  MA  02124,45 Standish St,2124.0,42.2945,-71.079,Citizens Connect App
46136,101004641798,2023-01-24 13:08:00,2023-01-25 13:08:37,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),24 Clinton St  Boston  MA  02109,24 Clinton St,2109.0,42.3609,-71.0547,Citizens Connect App
46262,101004643341,2023-01-25 14:51:00,2023-01-26 14:51:48,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),320 Maverick St  East Boston  MA  02128,320 Maverick St,2128.0,42.3672,-71.0315,Constituent Call
46329,101004643976,2023-01-26 08:06:00,2023-01-27 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Charles Street Fwy & Toledo Ter  Dorchester  MA  ,INTERSECTION Charles Street Fwy & Toledo Ter,,42.3594,-71.0587,Citizens Connect App
46369,101004644600,2023-01-26 13:26:00,2023-01-27 13:26:34,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),375 Old Colony Ave  South Boston  MA  02127,375 Old Colony Ave,2127.0,42.3276,-71.0528,Citizens Connect App
46477,101004646389,2023-01-27 16:45:00,2023-01-30 16:45:24,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),5 Payson Ave  Dorchester  MA  02125,5 Payson Ave,2125.0,42.3145,-71.0661,Citizens Connect App
46478,101004646392,2023-01-27 16:46:00,2023-01-30 16:46:47,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),201 W Third St  South Boston  MA  02127,201 W Third St,2127.0,42.3393,-71.0498,Citizens Connect App
46543,101004647020,2023-01-28 11:21:00,2023-01-31 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),26 Telegraph St  South Boston  MA  02127,26 Telegraph St,2127.0,42.3331,-71.0497,Citizens Connect App
46665,101004648529,2023-01-30 07:36:00,2023-01-31 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),58-60 Old Colony Ave  South Boston  MA  02127,58-60 Old Colony Ave,2127.0,42.3364,-71.0558,Citizens Connect App
47012,101004653030,2023-02-02 10:48:00,2023-02-03 10:48:32,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),111-113 State St  Boston  MA  02109,111-113 State St,2109.0,42.359,-71.0548,Constituent Call
47037,101004653380,2023-02-02 14:29:00,2023-02-03 14:29:36,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),36 Russett Rd  West Roxbury  MA  02132,36 Russett Rd,2132.0,42.2891,-71.1493,Constituent Call
47059,101004653691,2023-02-02 19:08:00,2023-02-06 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),348 Newbury St  Boston  MA  02115,348 Newbury St,2115.0,42.3481,-71.0871,Constituent Call
47402,101004658404,2023-02-06 14:05:00,2023-02-07 14:05:44,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),201 Byron St  East Boston  MA  02128,201 Byron St,2128.0,42.3811,-71.0149,Citizens Connect App
47471,101004659209,2023-02-07 07:46:00,2023-02-08 08:30:00,,OVERDUE,Open, ,Sidewalk (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),46 Slocum Rd  Jamaica Plain  MA  02130,46 Slocum Rd,2130.0,42.3088,-71.1256,City Worker App
47480,101004659310,2023-02-07 08:54:00,2023-02-08 08:54:52,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),60R State St  Boston  MA  02109,60R State St,2109.0,42.3598,-71.0563,Citizens Connect App
47491,101004659549,2023-02-07 10:51:00,2023-02-08 10:51:01,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),110 New Haven St  West Roxbury  MA  02132,110 New Haven St,2132.0,42.2646,-71.1663,Constituent Call
47752,101004662585,2023-02-09 13:32:00,2023-02-10 13:32:28,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),17 Irving St  Boston  MA  02114,17 Irving St,2114.0,42.3606,-71.0665,Citizens Connect App
47761,101004662708,2023-02-09 14:38:00,2023-02-10 14:38:11,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),668 Washington St  Dorchester  MA  02124,668 Washington St,2124.0,42.2886,-71.0709,Constituent Call
47764,101004662736,2023-02-09 14:49:00,2023-02-10 14:49:23,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),31 Savin Hill Ave  Dorchester  MA  02125,31 Savin Hill Ave,2125.0,42.3128,-71.0577,Citizens Connect App
47923,101004664651,2023-02-11 10:27:00,2023-02-14 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Babcock St & Commonwealth Ave  Boston  MA  ,INTERSECTION Babcock St & Commonwealth Ave,,42.3594,-71.0587,Citizens Connect App
48214,101004667999,2023-02-14 14:18:00,2023-02-15 14:18:39,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),31 Hereford St  Boston  MA  02115,31 Hereford St,2115.0,42.3503,-71.0866,Citizens Connect App
48274,101004668697,2023-02-15 08:49:00,2023-02-16 08:49:57,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),120 Liverpool St  East Boston  MA  02128,120 Liverpool St,2128.0,42.373,-71.0409,Citizens Connect App
48680,101004683411,2023-02-19 18:27:00,2023-02-22 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Rutland St & Shawmut Ave  Roxbury  MA  ,INTERSECTION Rutland St & Shawmut Ave,,42.3594,-71.0587,Citizens Connect App
48713,101004683732,2023-02-20 10:49:00,2023-02-22 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Bradford St & Waltham St  Roxbury  MA  ,INTERSECTION Bradford St & Waltham St,,42.3594,-71.0587,Citizens Connect App
48736,101004684017,2023-02-20 15:20:00,2023-02-22 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),8-12 Bartlett Pl  Boston  MA  02113,8-12 Bartlett Pl,2113.0,42.3641,-71.056,Citizens Connect App
48836,101004685158,2023-02-21 16:16:00,2023-02-22 16:16:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),659-665 Washington St  Boston  MA  02116,659-665 Washington St,2116.0,42.3518,-71.0631,Citizens Connect App
48897,101004685843,2023-02-22 10:26:00,2023-02-23 10:26:07,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),30 Kneeland St  Boston  MA  02111,30 Kneeland St,2111.0,42.3509,-71.0618,Citizens Connect App
48910,101004685946,2023-02-22 11:13:19,2023-02-23 11:14:02,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),5-7 Bartlett Pl  Boston  MA  02113,5-7 Bartlett Pl,2113.0,42.3642,-71.0558,Citizens Connect App
49135,101004689370,2023-02-25 12:08:00,2023-02-28 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),267 Shawmut Ave  Roxbury  MA  02118,267 Shawmut Ave,2118.0,42.3432,-71.0691,Citizens Connect App
49156,101004689595,2023-02-25 16:11:00,2023-02-28 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Forsyth St & Speare Pl  Boston  MA  ,INTERSECTION Forsyth St & Speare Pl,,42.3594,-71.0587,Citizens Connect App
49485,101004693893,2023-03-01 20:40:00,2023-03-03 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),1-11 Court St  Boston  MA  02108,1-11 Court St,2108.0,42.359,-71.0579,Citizens Connect App
49544,101004694561,2023-03-02 12:42:00,2023-03-03 12:42:53,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of W Main St & Harvard St  Mattapan  MA  ,INTERSECTION W Main St & Harvard St,,42.3594,-71.0587,Citizens Connect App
49551,101004694636,2023-03-02 13:18:00,2023-03-03 13:18:53,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),17 Dartmouth St  Roxbury  MA  02118,17 Dartmouth St,2118.0,42.3435,-71.0739,Citizens Connect App
49612,101004695381,2023-03-03 08:29:00,2023-03-06 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Putnam St & E Eagle St  East Boston  MA  ,INTERSECTION Putnam St & E Eagle St,,42.3594,-71.0587,Citizens Connect App
49709,101004696503,2023-03-04 07:09:00,2023-03-07 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),669 Massachusetts Ave  Roxbury  MA  02118,669 Massachusetts Ave,2118.0,42.3357,-71.0764,Citizens Connect App
49735,101004696800,2023-03-04 15:05:00,2023-03-07 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),22 Georgia St  Dorchester  MA  02121,22 Georgia St,2121.0,42.3096,-71.0837,Citizens Connect App
49879,101004698557,2023-03-06 13:52:00,2023-03-07 13:52:45,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),24 Albion Pl  Charlestown  MA  02129,24 Albion Pl,2129.0,42.3816,-71.0698,Citizens Connect App
49892,101004698710,2023-03-06 15:05:00,2023-03-07 15:05:20,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),48 Nixon St  Dorchester  MA  02124,48 Nixon St,2124.0,42.2927,-71.0646,Constituent Call
49947,101004699417,2023-03-07 08:43:00,2023-03-21 08:43:29,,ONTIME,Open, ,Missing Sign,Transportation - Traffic Division,Signs & Signals,Missing Sign,INTERSECTION of Roseland St & Saint Marks Rd  Dorchester  MA  ,INTERSECTION Roseland St & Saint Marks Rd,,42.3594,-71.0587,City Worker App
50037,101004700599,2023-03-08 07:54:00,2023-03-09 08:30:00,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Montgomery St & Dartmouth St  Boston  MA  ,INTERSECTION Montgomery St & Dartmouth St,,42.3594,-71.0587,Citizens Connect App
50063,101004700821,2023-03-08 09:23:00,2023-03-22 09:23:05,,ONTIME,Open, ,Missing Sign,Transportation - Traffic Division,Signs & Signals,Missing Sign,INTERSECTION of Bentham Rd & Longfellow St  Dorchester  MA  ,INTERSECTION Bentham Rd & Longfellow St,,42.3594,-71.0587,City Worker App
50064,101004700850,2023-03-08 09:38:00,2023-03-09 09:38:18,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),18 Cleveland St  Hyde Park  MA  02136,18 Cleveland St,2136.0,42.2545,-71.1297,Citizens Connect App
50180,101004722177,2023-03-09 10:29:00,2023-03-10 10:29:40,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),507 E Seventh St  South Boston  MA  02127,507 E Seventh St,2127.0,42.3321,-71.0403,Constituent Call
50202,101004722465,2023-03-09 13:21:00,2023-03-10 13:21:49,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),30 Birch St  Roslindale  MA  02131,30 Birch St,2131.0,42.2863,-71.1305,Citizens Connect App
50212,101004722603,2023-03-09 15:13:00,2023-03-10 15:13:01,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),43 Joy St  Boston  MA  02114,43 Joy St,2114.0,42.3598,-71.0649,Constituent Call
50313,101004724021,2023-03-10 17:38:00,2023-03-14 08:30:00,,ONTIME,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),38 Osceola St  Mattapan  MA  02126,38 Osceola St,2126.0,42.262,-71.1022,Constituent Call
50496,101004619310,2023-01-04 12:18:00,2023-01-05 12:18:16,,OVERDUE,Open, ,Sidewalk Repair (Make Safe),Public Works Department,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Washington St & Union Park St  Roxbury  MA  ,INTERSECTION Washington St & Union Park St,,42.3594,-71.0587,Citizens Connect App
