Neighborhood,Street,Address_1,Address_2,Intersection,From,To,Permittee,Contractor,Permit,Project_Category,Construction_Notes,Work_Schedule,ExpirationDate,Estimated_Completion_Date,Roadway_Plates_In_Use,Sidewalk_Plates_In_Use,Status,Trench_Length,Contact_Number,NumberOfWorkZones,District
SOUTH BOSTON,D ST,141,,,,,Eversource Electric,Mirra Company Co.,EMER-1358836,EMERGENCY,Emergency - Cable Replacement,Days & Weekends,2023-02-24 00:00:00,2023-02-10 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,05
SOUTH BOSTON,EAST EIGHTH ST,229,430,,KNOWLTON ST,G ST,National Grid,Feeney Brothers Excavation,EXCA-1221253,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,2023-03-07 00:00:00,2023-03-07 00:00:00,,,PLATES PINNED & BERMED,,877-304-1203,1,05
SOUTH BOSTON,WEST FIRST ST,,,B ST,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1436399,EMERGENCY,Leak Repair (Leak on Street),Days & Weekends,2023-02-17 00:00:00,2023-02-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,05
SOUTH BOSTON,D St.,141,,,,,Eversource Electric,Riley Brothers,EXCA-1395042,SERVICE,,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,05
SOUTH BOSTON,SOUTHAMPTON ST,483,,,,,Boston Water & Sewer Commission,R Zoppo,EXCA-1397721,MAINTENANCE,STRUCTUARAL LINING / SIPHON CHAMBER / CREW TO BE ONSITE DURING STORM 2/27/22,Days & Weekends,2023-03-30 00:00:00,2023-03-30 00:00:00,3,,HARD WORK ZONE,,617-989-7000,1,05
SOUTH BOSTON,DORCHESTER ST,10,,,,,Boston Public Works,Maverick Construction,EXCA-1440110,MAINTENANCE,STREET LIGHT CONDUIT,Days & Weekends,2023-03-02 00:00:00,2023-03-02 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-472-0105,1,05
SOUTH BOSTON,ATHENS ST,394,,,,,Eversource Electric,Riley Brothers ,EXCA-1441776,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,2023-03-23 00:00:00,2023-03-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,135,800-592-2000,1,05
SOUTH BOSTON,EAST FIFTH ST,582,673,,,,National Grid,Feeney Brothers Excavation,EXCA-1223597,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,2023-03-07 00:00:00,2023-03-07 00:00:00,,,PLATES PINNED & BERMED,,877-304-1203,1,05
SOUTH BOSTON,D ST,141,,,,,Eversource Electric,Riley Brothers,EXCA-1395042,SERVICE,,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,05
SOUTH BOSTON,B ST,135,,,,,Eversource Electric,Riley Brothers and Badger,EMER-1436143,EMERGENCY,Emergency - Service Outage,Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,05
ALLSTON/BRIGHTON,COMMONWEALTH AV,1650,,,,,National Grid,National Grid,EXCA-1441734,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-23 00:00:00,2023-03-23 00:00:00,,,,,877-304-1203,1,04
ALLSTON/BRIGHTON,LINCOLN ST,510,,,,,Boston Public Works,Maverick Construction,EXCA-1443812,MAINTENANCE,INSTALL LIGHT BASE,Days & Weekends,2023-03-21 00:00:00,2023-03-21 00:00:00,,,,,857-472-0105,1,04
ALLSTON/BRIGHTON,HARVARD AV,103,,,,,Verizon,Danella,EXCA-1441647,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,2023-03-16 00:00:00,2023-03-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,80,800-446-8946,1,04
ALLSTON/BRIGHTON,LANARK ST,101,,,,,Comcast,Mirra Company Co.,EXCA-1441980,,Maintenance,Days & Weekends,2023-03-22 00:00:00,2023-03-22 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,04
ALLSTON/BRIGHTON,COMMONWEALTH AV,1315,,,,,Eversource Electric,Eversource Electric,EMER-1395041,EMERGENCY,Emergency - Cable Replacement,Days & Weekends,2023-02-23 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,04
ALLSTON/BRIGHTON,SOLDIER FIELD PL,40,,,,,National Grid,National Grid,EMER-1365012,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-24 00:00:00,2023-02-27 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,04
ALLSTON/BRIGHTON,SOLDIERS FIELD PL,40,,,,,National Grid,National Grid,EXCA-1439976,MAINTENANCE,,Days & Weekends,2023-03-01 00:00:00,2023-03-01 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,,,04
ALLSTON/BRIGHTON,COREY RD,170,,,,,Comcast,Mirra Company Co.,EXCA-1438433,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Weekends,2023-03-03 00:00:00,2023-03-03 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,95,857-919 9355,1,04
ALLSTON/BRIGHTON,SUTHERLAND RD,60,,,,,National Grid,National Grid,EXCA-1436912,MAINTENANCE,,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,,,877-304-1203,1,04
ALLSTON/BRIGHTON,LINCOLN ST,,,,,,Boston Water & Sewer Commission,Steven Companies,EMER-1436392,EMERGENCY,Casting Repair - Public Safety Concern,Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,04
ALLSTON/BRIGHTON,WESTERN AV,1,,,,,Bond Brothers Inc.,Bond Brothers,EXCA-1435939,MAINTENANCE,REPLACE FRAME AND COVERS ON STEAM MANHOLE,Days & Weekends,2023-03-14 00:00:00,2023-03-14 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-293-4851,1,04
ALLSTON/BRIGHTON,COMMONWEALTH AV,1197,,,,,National Grid,National Grid,EXCA-1436903,MAINTENANCE,,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,04
ALLSTON/BRIGHTON,STRATHMORE RD,57,,,,,National Grid,National Grid,EXCA-1436910,MAINTENANCE,,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,,,877-304-1203,1,04
ALLSTON/BRIGHTON,STRATHMORE RD,57,,,,,National Grid,National Grid,EXCA-1436910,MAINTENANCE,,Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,,,877-304-1203,1,04
ALLSTON/BRIGHTON,CAMBRIDGE ST,442,,,,,Boston Public Works,Maverick Construction,EXCA-1435419,MAINTENANCE,,Days & Weekends,2023-02-17 00:00:00,2023-02-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-472-0105,1,04
ALLSTON/BRIGHTON,MAPLETON ST,85,,,,,National Grid,National Grid,EMER-1333350,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-09 00:00:00,2023-02-09 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,04
ALLSTON/BRIGHTON,Greycliff Rd,35,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1426154,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,04
ALLSTON/BRIGHTON,Greycliff Rd,35,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1426154,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,2023-02-01 00:00:00,2023-02-01 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,04
ALLSTON/BRIGHTON,GREYLOCK RD,13,,,,,National Grid,National Grid,EXCA-1429407,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,2023-02-03 00:00:00,2023-02-03 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,60,,1,04
ALLSTON/BRIGHTON,Oakland St,2,,,,,National Grid,National Grid,EXCA-1433595,SERVICE,INSTALLATION OF GAS SERVICE,Days & Weekends,2023-02-10 00:00:00,2023-02-10 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,04
ALLSTON/BRIGHTON,MAPLETON ST,30,,,,,National Grid,National Grid,EMER-1333344,EMERGENCY,Gas Stoppage,Days & Weekends,2023-02-07 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,04
ALLSTON/BRIGHTON,FANEUIL ST,251,,,,,National Grid,Feeney Brothers Excavation,EXCA-1433549,SERVICE,INSTALLATION OF GAS MAIN,Days & Weekends,2023-02-28 00:00:00,2023-02-28 00:00:00,,,,,877-304-1203,1,04
ALLSTON/BRIGHTON,BRAYTON RD,164,,,,,National Grid,National Grid,EXCA-1433585,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-08 00:00:00,2023-02-08 00:00:00,,,,,877-304-1203,1,04
ALLSTON/BRIGHTON,LAKE SHORE RD,1,,,,,National Grid,National Grid,EXCA-1433545,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-08 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,04
ALLSTON/BRIGHTON,WESTERN AV,365,,,,,Keash Excavating Inc,Keash Excavating Inc,EXCA-1432414,SERVICE,CUT AND CAP EXISTING,Days & Weekends,2023-02-17 00:00:00,2023-02-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-231-1171,1,04
ALLSTON/BRIGHTON,BRAYTON RD,33,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1426140,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,2023-01-24 00:00:00,,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,04
ALLSTON/BRIGHTON,CHESTNUT HILL AVE,324,,,,,National Grid,National Grid,EMER-1323866,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-24 00:00:00,,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,04
ALLSTON/BRIGHTON,EGREMONT RD,3,,,,,"Sean Farrell Excavation, Inc.","Sean Farrell Excavation, I",EMER-000000,EMERGENCY,Sewer Repair (Broken Sewer),Days & Weekends,2023-01-26 00:00:00,2023-01-26 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-293 76,1,04
ALLSTON/BRIGHTON,COMMONWEALTH AV,1096,,,,,Comcast,Mirra Co,EXCA-1433446,MAINTENANCE,MH REBUILD,Days & Weekends,2023-02-08 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-919-9935,1,04
ALLSTON/BRIGHTON,WINDOM ST,26,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1424064,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 79,1,04
ALLSTON/BRIGHTON,ARDEN ST,26,,,,,National Grid,National Grid,EXCA-1428835,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-05 00:00:00,2023-02-05 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,04
ALLSTON/BRIGHTON,WALLINGFORD ST,87,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1424078,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,2023-01-18 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,04
ALLSTON/BRIGHTON,ADAMSON ST,80,,,,,Eversource Electric,Riley Brothers,EMER-1160674,EMERGENCY,Emergency - Cable Replacement,Days & Weekends,2023-01-21 00:00:00,2023-01-21 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-800-592 20,1,04
ALLSTON/BRIGHTON,WESTERN AV,267,,,,,Boston Public Works,Maverick Construction,EXCA-1381340,MAINTENANCE,CONDUIT REPAIR,Days & Weekends,2023-02-01 00:00:00,2023-02-01 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-472-0105,1,04
ALLSTON/BRIGHTON,EVERETT ST,9,,,,,National Grid,National Grid,EMER-1323271,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-07 00:00:00,2023-01-07 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,04
ALLSTON/BRIGHTON,LAKE ST,40,168,,,,National Grid,Feeney Brothers Excavation,EXCA-838154,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,2023-03-07 00:00:00,2023-03-07 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,1550,877-304-1203,1,04
ALLSTON/BRIGHTON,BRIGHTON AV,200,,,,,Eversource Electric,Riley Brothers,EMER-1160662,EMERGENCY,Emergency - Cable Replacement,Days & Weekends,2023-01-06 00:00:00,2023-01-06 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-800-592 20,1,04
ALLSTON/BRIGHTON,COREY RD,171,,,,,Eversource Electric,Riley Brothers,EXCA-1358599,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,2022-12-22 00:00:00,2023-01-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,3338,800-592-2000,1,04
ALLSTON/BRIGHTON,EVERETT ST,60,,,,,J Derenzo,J Derenzo,EXCA-1340140,SERVICE,INSTALLATION OF MANHOLE,Days & Weekends,2022-12-10 00:00:00,2023-01-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,508-509-4879,1,04
ALLSTON/BRIGHTON,COMMONWEALTH AV,1515,,,,,Welch Corp,Welch Corp,EXCA-1351454,SERVICE,INSTALLATION OF WATER SEWER FIRE AND DRAIN,Days & Weekends,2022-11-23 00:00:00,2023-01-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,94,,1,04
ALLSTON/BRIGHTON,COMMONWEALTH AV,1581,,,,,Eversource Electric,McCourt Construction,EXCA-1364048,MAINTENANCE,CONDUIT REPAIR,Days & Weekends,2022-12-19 00:00:00,2023-01-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,04
ALLSTON/BRIGHTON,PRATT ST,54,,,,,National Grid,Feeney Brothers Excavation,EXCA-1077538,TEST PITS,TEST PITS,Days & Weekends,2023-03-07 00:00:00,2023-03-07 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,04
ALLSTON/BRIGHTON,EVERETT ST,60,,,,,DW White,DW White,EXCA-1415032,RECONSTRUCTION,RDWY & SDWK RECONSTRUCTION,Days & Weekends,2023-03-04 00:00:00,2023-03-04 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,508.763.8868,1,04
ALLSTON/BRIGHTON,ASHFORD ST,1,44,,,,National Grid,Feeney Brothers Excavation,EXCA-1077530,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,2023-02-01 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,857,877-304-1203,1,04
ALLSTON/BRIGHTON,CHESTER ST,66,110,,,,National Grid,Feeney Brothers Excavation,EXCA-1085379,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,2023-03-15 00:00:00,2023-03-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,702,877-304-1203,1,04
ALLSTON/BRIGHTON,LAKE ST,1,40,,,,National Grid,National Grid,EXCA-1242618,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,2022-12-20 00:00:00,2023-01-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,650,877-304-1203,1,04
ALLSTON/BRIGHTON,WESTERN AV,12,,,,,Bond Brothers Inc.,Bond Brothers Inc.,EXCA-1341436,SERVICE,INSTALLATION OF SERVICE FOR HARVARD/PLATES RECESSED / BOND TO MAN PLATES DURING ALL STORMS,Days & Weekends,2023-03-09 00:00:00,2023-03-09 00:00:00,6,,PLATES BEHIND BARRIERS,,617-394-6315,1,04
ALLSTON/BRIGHTON,COREY RD,130,170,,,,Verizon,Danella Line Co,EXCA-1404062,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,2022-11-15 00:00:00,2023-01-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,224,800-448-8946,1,04
NORTH DORCHESTER,HOWARD AV,175,,,,,JF Excavation,JF Excavation,EXCA-1337324,SERVICE,INSTALLATION OF WATER & SEWER / IDLE WAITING ON EXTENSION,Days & Weekends,2022-11-05 00:00:00,2023-02-08 00:00:00,,,PLATES BERMED ON SIDEWALK,,781-333-0182,1,03
NORTH DORCHESTER,SAVIN HILL AV,130,176,,,,National Grid,Feeney Brothers Excavation,EXCA-1398702,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,2023-03-17 00:00:00,2023-03-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,595,877-304-1203,1,03
NORTH DORCHESTER,BIRD ST,73,,,,,Eversource Electric,Sheerin Construction,EXCA-1347920,MAINTENANCE,MANHOLE REPAIR (HARD WORK ZONE),Days & Weekends,2022-12-23 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,03
NORTH DORCHESTER,JEROME ST,6,,,,,"Sean Farrell Excavation, Inc.","Sean Farrell Excavation, I",EMER-00000,EMERGENCY,Sewer Repair (Broken Sewer),Days & Weekends,2023-01-07 00:00:00,2023-01-07 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-293 76,1,03
NORTH DORCHESTER,GRAMPIAN WAY,27,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1424048,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,03
NORTH DORCHESTER,LEYLAND ST,28,,,,,National Grid,National Grid,EXCA-1428724,MAINTENANCE,,Days & Weekends,2023-02-03 00:00:00,2023-02-03 00:00:00,,,,,877-304-1203,1,03
NORTH DORCHESTER,GREENWOOD ST,88,,,,,National Grid,National Grid,EXCA-1428730,MAINTENANCE,,Days & Weekends,2023-02-03 00:00:00,2023-02-03 00:00:00,,,,,877-304-1203,1,03
NORTH DORCHESTER,HOMES AV,80,,,,,National Grid,National Grid,EMER-1323836,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-13 00:00:00,2023-01-12 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,03
NORTH DORCHESTER,BOWDOIN AV,66,,,,,National Grid,National Grid,EMER-1323857,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-01-19 00:00:00,2023-01-19 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,03
NORTH DORCHESTER,SAVIN HILL AV,24,,,,,Boston Water & Sewer Commission,,EMER-1426135,EMERGENCY,Emergency - Manhole Structural Repair,Days & Weekends,2023-01-14 00:00:00,2023-01-14 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,03
NORTH DORCHESTER,BOWDOIN ST,4,,,,,Verizon,Danella Line Co,EXCA-1430660,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,2023-01-28 00:00:00,2023-01-28 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,38,800-446-8946,1,03
NORTH DORCHESTER,DORCHESTER AV,951,,,,,Eversource Electric,Riley Brothers,EXCA-1433622,SERVICE,INSTALLATION OF SERVICE,Days & Weekends,2023-02-09 00:00:00,2023-02-09 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,03
NORTH DORCHESTER,DRAPER ST,50,,,,,Keash Excavating Inc,Keash Excavating Inc,EXCA-1409889,SERVICE,INSTALLATION OF WATER AND FIREPIPE,Days & Weekends,2023-01-24 00:00:00,2023-01-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-231-1171,1,03
NORTH DORCHESTER,MAYFIELD ST,25,,,,,Boston Water & Sewer Commission,D'Allessandro Corp,EMER-1426159,EMERGENCY,Dig in Doubt (Leak on Service),Days & Weekends,2023-02-02 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,03
NORTH DORCHESTER,LONGFELLOW ST,7,,,,,National Grid,Nationalgrid ,EXCA-1433476,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-02-16 00:00:00,2023-02-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,03
NORTH DORCHESTER,CHASE ST,7,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1426156,EMERGENCY,Water Main Repair (Leak on Main),Days & Weekends,2023-02-01 00:00:00,2023-02-01 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,03
NORTH DORCHESTER,BOWDOIN ST,348,,,,,Verizon,Danella Line Co,EXCA-1433592,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,2023-02-07 00:00:00,2023-02-07 00:00:00,,,,103,800-446-8946,1,03
NORTH DORCHESTER,CHASE ST,7,,,,,Boston Water & Sewer Commission,Boston Water & Sewer Commi,EMER-1426156,EMERGENCY,Water Main Repair (Leak on Main),Days & Weekends,,,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,03
NORTH DORCHESTER,GRANGER ST,68,,,,,National Grid,National Grid,EMER-1333345,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-08 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,03
NORTH DORCHESTER,OLNEY ST,59,,,,,Comcast,Mirra Company Co.,EMER-1397152,EMERGENCY,Cable Failure,Days & Weekends,2023-02-08 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-978-758 02,1,03
NORTH DORCHESTER,SEAVER ST,354,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1426179,EMERGENCY,Service Repair (Leak on Service),Days & Weekends,2023-02-11 00:00:00,2023-02-11 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-617-989 70,1,03
NORTH DORCHESTER,GENEVA AV,94,,,,,National Grid,National Grid,EMER-1333347,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-08 00:00:00,2023-02-08 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-877-304 12,1,03
NORTH DORCHESTER,DORCHESTER AV,1099,,,,,Boston Public Works,Maverick Construction,EXCA-1435401,MAINTENANCE,INSTALLATION OF LIGHT BASE IN SDWK,Days & Weekends,2023-02-17 00:00:00,2023-02-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-472-0105,1,03
NORTH DORCHESTER,OAKLEY ST,3,,,,,Eversource Electric,Riley Brothers,EMER-1358831,EMERGENCY,Emergency - Cable Replacement,Days & Weekends,2023-02-10 00:00:00,2023-02-10 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-800-592 20,1,03
NORTH DORCHESTER,SAVIN HILL AV,43,,,,,National Grid,National Grid,EXCA-1439921,MAINTENANCE,REPLACE VENT STACK IN SIDEWALK,Days & Weekends,2023-03-16 00:00:00,2023-03-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,03
NORTH DORCHESTER,ADAMS ST,12,,,,,National Grid,National Grid,EXCA-1439974,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-15 00:00:00,2023-03-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,03
NORTH DORCHESTER,NORWELL ST,220,,,,,National Grid,National Grid,EXCA-1439942,MAINTENANCE,,Days & Weekends,2023-03-16 00:00:00,2023-03-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,03
NORTH DORCHESTER,BARRY ST,30,,,,,Crown Castle,Phoenix Communications Inc,EMER-1364996,EMERGENCY,Service Outage,Days & Weekends,2023-02-18 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-888-632 09,1,03
NORTH DORCHESTER,COLUMBIA RD,247,,,,,National Grid,National Grid,EMER-1364993,EMERGENCY,Grade 1 Gas Leak,Days & Weekends,2023-02-17 00:00:00,2023-02-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,03
NORTH DORCHESTER,GEORGIA ST,41,,,,,Crown Castle,Phoenix Communications,EMER-1364999,EMERGENCY,Service Outage,Days & Weekends,2023-02-18 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,1-888-632 09,1,03
NORTH DORCHESTER,WASHINGTON ST,376,,,,,National Grid,National Grid,EXCA-1439936,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-16 00:00:00,2023-03-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,03
NORTH DORCHESTER,TONAWANDA ST,66,,,,,"Sean Farrell Excavation, Inc.","Sean Farrell Excavation, I",EMER-00000,EMERGENCY,Sewer Repair (Broken Sewer),Days & Weekends,2023-02-24 00:00:00,2023-02-24 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-293 7660,1,03
NORTH DORCHESTER,PLEASANT ST,70,,,,,National Grid,National Grid,EXCA1439932,,Maintenance,Days & Weekends,2023-03-16 00:00:00,2023-03-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,03
NORTH DORCHESTER,COLUMBIA RD,135,,,,,National Grid,National Grid,EXCA1439949,,Maintenance,Days & Weekends,2023-03-16 00:00:00,2023-03-16 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,03
NORTH DORCHESTER,WASHINGTON ST,369,,,,,National Grid,National Grid,EXCA1439933,,Maintenance,Days & Weekends,2023-03-15 00:00:00,2023-03-15 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,03
NORTH DORCHESTER,SAVIN HILL AV,237,,,,,National Grid,National Grid,EMER-1365004,EMERGENCY,Gas Stoppage,Days & Weekends,2023-02-23 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,03
NORTH DORCHESTER,CAWFIELD ST,2,,,,,Boston Public Works,Maverick Construction,EXCA-1440112,,Maintenance,Days & Weekends,2023-03-02 00:00:00,2023-03-02 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,857-472-0105,1,03
NORTH DORCHESTER,MT VERNON ST,7,,,,,Boston Water & Sewer Commission,Metro Equipment Corp,EMER-1436414,EMERGENCY,Service Relay (Leak on Street),Days & Weekends,2023-02-23 00:00:00,2023-02-23 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,617-989-7000,1,03
NORTH DORCHESTER,TOPLIFF ST,90,,,,,National Grid,National Grid,EXCA-1441630,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,2023-03-17 00:00:00,2023-03-17 00:00:00,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,03
