name,type,latitude,longitude
Wachusett Ave @ Florence Ave,Bus Stop,42.417934,-71.185596
VFW Pkwy opp Wonderland Market Place,Bus Stop,42.411567,-70.996415
VFW Pkwy @ Wonderland Market Place,Bus Stop,42.411656,-70.995407
Wachusett Ave @ Oakland Ave,Bus Stop,42.41617,-71.184127
Wachusett Ave @ Hillside Ave,Bus Stop,42.414781,-71.182949
Lake St @ Pleasant St,Bus Stop,42.405193,-71.164251
Lake St @ Albert Ave,Bus Stop,42.40384,-71.160663
Lake St @ Rt 2 East on Ramp,Bus Stop,42.402279,-71.15773
375 Acorn Park Dr,Bus Stop,42.399615,-71.1538
Opp 10 Acorn Park Dr,Bus Stop,42.398411,-71.146375
West Service Rd @ Lake St,Bus Stop,42.40281,-71.155674
Wachusett Ave @ Hillside Ave,Bus Stop,42.414883,-71.182886
Wachusett Ave @ Prospect Ave,Bus Stop,42.416239,-71.184034
Wachusett Ave @ Florence Ave,Bus Stop,42.418015,-71.185488
Wachusett Ave @ Appleton St,Bus Stop,42.420016,-71.18653
Appleton St @ Ely Rd,Bus Stop,42.420017,-71.189071
Appleton St @ Wollaston Ave,Bus Stop,42.418894,-71.191872
Appleton St @ Ortona St,Bus Stop,42.41941,-71.193
Appleton St @ Udine St,Bus Stop,42.419263,-71.195567
Appleton St @ Lublin St,Bus Stop,42.417918,-71.198262
Service Road West @ Watertown St,Bus Stop,42.418686,-71.204882
East Service Rd @ Golden Ave,Bus Stop,42.416276,-71.199096
East Service Rd @ Standish Rd,Bus Stop,42.415182,-71.195301
E Broadway @ L St,Bus Stop,42.335567,-71.03554
Captains Row @ Commandants Way,Bus Stop,42.391829,-71.047391
Highland Ave @ Molyneaux Circle,Bus Stop,42.441965,-71.093174
Summer St @ School St,Bus Stop,42.384199,-71.100336
Summer St @ Vinal Ave,Bus Stop,42.382258,-71.098475
Somerville Ave @ Union Square,Bus Stop,42.379996,-71.096698
25 Webster Ave @ Newton St,Bus Stop,42.377936,-71.095956
Webster Ave @ Norfolk St,Bus Stop,42.37518,-71.095093
Windsor St @ Lincoln St,Bus Stop,42.371052,-71.09398
Windsor St @ Hampshire St,Bus Stop,42.368852,-71.094811
Hampshire St @ Clark St,Bus Stop,42.367334,-71.093174
Hampshire St @ Portland St,Bus Stop,42.366144,-71.091742
Avon St @ Central St,Bus Stop,42.386467,-71.104567
Preble St @ Vinton St,Bus Stop,42.329338,-71.053031
Old Colony Ave opp Gavin Way,Bus Stop,42.326724,-71.052197
Hampshire St @ Cardinal Medeiros Ave,Bus Stop,42.366261,-71.091675
Hampshire St @ Webster Ave,Bus Stop,42.367008,-71.092596
Hampshire St @ Windsor St,Bus Stop,42.368717,-71.094657
Washington St @ Forest Hills St,Bus Stop,42.312132,-71.101789
Hampshire St @ Columbia St,Bus Stop,42.369882,-71.09607
Columbia St @ Cambridge St,Bus Stop,42.372783,-71.094479
Webster Ave @ Prospect St,Bus Stop,42.376374,-71.095322
Prospect St @ Bennett Ct,Bus Stop,42.37812,-71.09467
117 Summer St,Bus Stop,42.385276,-71.102857
Summer St @ School St,Bus Stop,42.384301,-71.100279
Summer St opp Carter Terr,Bus Stop,42.385846,-71.104475
W 7th St @ E St,Bus Stop,42.33525,-71.052445
Washington St @ Dane St,Bus Stop,42.378899,-71.103918
Washington St @ Beacon St,Bus Stop,42.378339,-71.10628
Kirkland St opp Trowbridge St,Bus Stop,42.377677,-71.109341
Kirkland St @ Kirkland Place,Bus Stop,42.376924,-71.112872
W 7th St @ F St,Bus Stop,42.33425,-71.050899
JFK St @ Eliot St,Bus Stop,42.371324,-71.12127
N Harvard St @ Gate 2 Harvard Stadium,Bus Stop,42.366948,-71.125108
N Harvard St @ Western Ave,Bus Stop,42.363657,-71.129248
N Harvard St @ Franklin St,Bus Stop,42.361884,-71.130488
N Harvard St @ Coolidge Rd,Bus Stop,42.360395,-71.129009
N Harvard St @ Hooker St,Bus Stop,42.358742,-71.127014
N Harvard St @ Empire St,Bus Stop,42.35853,-71.126738
N Harvard St @ Oxford St,Bus Stop,42.36019,-71.128574
W 7th St @ Dorchester St,Bus Stop,42.333612,-71.049923
N Harvard St @ Kingsley St,Bus Stop,42.361892,-71.130333
N Harvard St @ Western Ave,Bus Stop,42.363592,-71.129142
Washington St @ Railroad Ave,Bus Stop,42.196239,-71.199615
N Harvard St opp Harvard Stadium Gate 2,Bus Stop,42.36708,-71.124824
JFK St @ Eliot St,Bus Stop,42.371486,-71.120947
16 Eliot St,Bus Stop,42.372111,-71.12163
Quincy St @ Kirkland St,Bus Stop,42.376511,-71.114059
Kirkland St @ Sumner Rd,Bus Stop,42.376955,-71.112259
Kirkland St @ Trowbridge St,Bus Stop,42.377541,-71.109541
Washington St @ Beacon St,Bus Stop,42.378206,-71.106484
Washington St @ Calvin St,Bus Stop,42.378733,-71.10416
Washington St @ Parker St,Bus Stop,42.379315,-71.100285
Washington St @ Kingman Rd,Bus Stop,42.379425,-71.09784
51 Bow St,Bus Stop,42.38163,-71.098527
Broadway @ Garrison Ave,Bus Stop,42.405069,-71.130239
Broadway @ Weston Ave,Bus Stop,42.404014,-71.128798
Broadway @ Holland St - Teele Sq,Bus Stop,42.403329,-71.12751
Holland St @ Cameron Ave,Bus Stop,42.400866,-71.126139
E 8th St @ Dorchester St,Bus Stop,42.332673,-71.05098
Holland St @ Jay St,Bus Stop,42.399341,-71.124909
E 8th St @ Mercer St,Bus Stop,42.33154,-71.049154
Holland St @ Dover St,Bus Stop,42.39693,-71.122971
Elm St @ Chester St,Bus Stop,42.395078,-71.1218
Elm St @ Russell St,Bus Stop,42.393648,-71.120873
Elm St @ Beech St,Bus Stop,42.391598,-71.11922
Elm St @ Porter Sq Shopping Ctr,Bus Stop,42.389739,-71.117202
Elm St @ Mossland St,Bus Stop,42.388011,-71.11557
Elm St opp Porter St,Bus Stop,42.385956,-71.113778
Somerville Ave @ Sacramento St,Bus Stop,42.384604,-71.112011
E 8th St @ Old Harbor St,Bus Stop,42.331193,-71.047219
594 Somerville Ave,Bus Stop,42.383777,-71.109214
Somerville Ave opp Central St,Bus Stop,42.383284,-71.107022
Somerville Ave opp Loring St,Bus Stop,42.382627,-71.104227
Somerville Ave opp School St,Bus Stop,42.381865,-71.101817
Somerville Ave @ Carlton St,Bus Stop,42.381176,-71.099677
Pleasant St @ Stone Pl,Bus Stop,42.443715,-71.072003
Somerville Ave opp Stone Ave,Bus Stop,42.379497,-71.095404
Pleasant St @ Wyoming Ave - Wyoming Sq,Bus Stop,42.452115,-71.070007
Somerville Ave @ Linden St,Bus Stop,42.378506,-71.09271
Pond St opp Stone Zoo,Bus Stop,42.463444,-71.091729
Main St @ Pleasant St,Bus Stop,42.481549,-71.100064
Main St @ Collincote St,Bus Stop,42.491495,-71.100177
Redstone Shopping Center Access Rd,Bus Stop,42.494932,-71.101946
Somerville Ave opp Mansfield St,Bus Stop,42.377661,-71.090299
Main St @ Elm St,Bus Stop,42.486702,-71.100209
Main St @ Lindenwood Rd,Bus Stop,42.484395,-71.100291
Main St @ Maple St,Bus Stop,42.47762,-71.100581
Main St @ South St,Bus Stop,42.466624,-71.100749
Pond St @ Stone Zoo,Bus Stop,42.463181,-71.091894
E 8th St @ Covington St,Bus Stop,42.331204,-71.045994
McGrath Hwy @ Medford St,Bus Stop,42.37687,-71.08847
McGrath Hwy @ Twin City Plaza,Bus Stop,42.373888,-71.082777
McGrath Hwy opp Twin City Plaza,Bus Stop,42.374126,-71.082561
McGrath Hwy @ Poplar St,Bus Stop,42.377092,-71.088178
Somerville Ave @ McGrath Hwy,Bus Stop,42.377585,-71.089844
E 8th St @ G St,Bus Stop,42.331243,-71.043908
Washington St @ Washington Terr,Bus Stop,42.37951,-71.092273
Somerville Ave @ Stone Ave,Bus Stop,42.379547,-71.095164
Washington St @ Webster Ave,Bus Stop,42.37961,-71.096874
Bow St @ Warren Ave,Bus Stop,42.380273,-71.096622
Brookline St @ Marshall School,Bus Stop,42.471201,-70.929601
Summer St @ Wesley Park,Bus Stop,42.382,-71.098081
Washington St opp Parker St,Bus Stop,42.3794,-71.100178
Somerville Ave @ Loring St,Bus Stop,42.382689,-71.104054
Somerville Ave @ Central St,Bus Stop,42.383388,-71.107062
E 8th St @ H St,Bus Stop,42.331302,-71.041552
Somerville Ave @ Spring St,Bus Stop,42.383976,-71.109672
Somerville Ave @ Lowell St,Bus Stop,42.38472,-71.112013
Elm St @ Porter St,Bus Stop,42.38626,-71.113903
Elm St @ Cedar St,Bus Stop,42.387873,-71.1153
Elm St @ Hancock St,Bus Stop,42.389718,-71.117016
Elm St @ Saint James Ave,Bus Stop,42.391821,-71.119271
Elm St @ Cutter Ave,Bus Stop,42.393658,-71.120725
Grove St @ Highland Ave,Bus Stop,42.396024,-71.120198
E 8th St @ I St,Bus Stop,42.331328,-71.039961
Holland St @ Simpson Ave,Bus Stop,42.399328,-71.124718
Holland St opp Cameron Ave,Bus Stop,42.401253,-71.126187
Broadway @ Curtis St,Bus Stop,42.403375,-71.127338
Broadway @ Dickson St,Bus Stop,42.403963,-71.128532
Broadway @ North St,Bus Stop,42.405932,-71.131478
Clarendon Hill Busway,Bus Stop,42.405907,-71.13207
E 8th St @ K St,Bus Stop,42.331379,-71.037417
Cummins Hwy opp Calvary Cemetery,Bus Stop,42.27748,-71.11479
Cummins Hwy @ Brockton St,Bus Stop,42.270402,-71.099359
1344 Hyde Park Ave @ Blake Estates,Bus Stop,42.251726,-71.125372
1664 Hyde Park Ave,Bus Stop,42.2417,-71.130635
Hyde Park Ave opp Eldridge Rd,Bus Stop,42.292513,-71.117909
E 8th St @ L St,Bus Stop,42.331409,-71.03539
American Legion Hwy @ Cummins Hwy,Bus Stop,42.278388,-71.116358
River St @ Hyde Park Ave,Bus Stop,42.255743,-71.12424
McGrath Hwy @ Alston St,Bus Stop,42.381061,-71.089685
E 8th St @ M St,Bus Stop,42.331439,-71.033352
Highland Ave @ Medford St,Bus Stop,42.384648,-71.092778
Highland Ave @ Walnut St,Bus Stop,42.38513,-71.094037
Washington St @ Cottage St,Bus Stop,42.193899,-71.20104
75 Highland Ave opp Putnam St,Bus Stop,42.386151,-71.096633
Highland Ave @ School St,Bus Stop,42.386828,-71.09859
125 Highland Ave,Bus Stop,42.387626,-71.10098
Highland Ave @ Central St,Bus Stop,42.388483,-71.103505
Highland Ave @ Benton Rd,Bus Stop,42.389018,-71.105084
Highland Ave @ Lowell St,Bus Stop,42.39018,-71.107805
235 Highland Ave,Bus Stop,42.390841,-71.109274
E 8th St @ N St,Bus Stop,42.331477,-71.031299
263 Highland Ave,Bus Stop,42.391507,-71.110743
Highland Ave @ Cedar St,Bus Stop,42.39232,-71.112537
Highland Ave @ Cherry St,Bus Stop,42.393014,-71.114173
Highland Ave @ Willow Ave,Bus Stop,42.394211,-71.11695
Walnut St @ O'Callaghan Way,Bus Stop,42.473016,-70.98552
Highland Ave @ Cutter Ave,Bus Stop,42.395122,-71.119331
Highland Ave @ Willow Ave,Bus Stop,42.393977,-71.116662
Highland Ave @ Cherry St,Bus Stop,42.392901,-71.11417
Highland Ave @ Cedar St,Bus Stop,42.392088,-71.11225
Highland Ave @ Conwell St,Bus Stop,42.391397,-71.11074
Highland Ave @ Tower St,Bus Stop,42.390534,-71.10885
Columbia Rd @ O St,Bus Stop,42.331676,-71.029247
Highland Ave @ Lowell St,Bus Stop,42.390067,-71.107802
Highland Ave @ Benton Rd,Bus Stop,42.389013,-71.105358
Highland Ave @ Central St,Bus Stop,42.388393,-71.103567
Highland Ave @ Trull Ln,Bus Stop,42.387616,-71.101254
Highland Ave @ School St,Bus Stop,42.386815,-71.098864
Highland Ave @ Vinal Ave,Bus Stop,42.385875,-71.09619
Highland Ave @ Walnut St,Bus Stop,42.385133,-71.094311
Medford St @ Highland Ave,Bus Stop,42.383968,-71.092101
422 McGrath Hwy,Bus Stop,42.382606,-71.091137
Medford St @ Washington St,Bus Stop,42.380352,-71.089851
Broadway opp Packard Ave,Bus Stop,42.402309,-71.12519
Broadway @ Simpson Ave,Bus Stop,42.401349,-71.122057
Broadway @ Billingham St,Bus Stop,42.400747,-71.11915
Broadway opp Warner St - Powder House Sq,Bus Stop,42.400979,-71.115776
Broadway @ Bay State Ave,Bus Stop,42.400608,-71.114482
Broadway @ Josephine Ave - Ball Sq,Bus Stop,42.39974,-71.111859
Broadway @ Cedar St,Bus Stop,42.398373,-71.10781
Broadway @ Hinckley St - Magoun Sq,Bus Stop,42.397544,-71.105186
E Broadway @ N St,Bus Stop,42.335642,-71.031087
Columbia Rd @ P St,Bus Stop,42.332487,-71.027186
Broadway @ Medford St - Magoun Sq,Bus Stop,42.397203,-71.104096
Broadway @ Bartlett St,Bus Stop,42.395833,-71.100118
Broadway opp Main St,Bus Stop,42.394942,-71.098178
Broadway @ Thurston St,Bus Stop,42.393791,-71.095921
Broadway @ Marshall St,Bus Stop,42.392158,-71.092807
Broadway @ Montgomery Ave,Bus Stop,42.390497,-71.090264
Broadway St @ MacArthur St,Bus Stop,42.389316,-71.087677
Terminal B Stop 1 - Arrivals Level,Bus Stop,42.3621,-71.01882
Broadway @ Cross St,Bus Stop,42.388616,-71.086108
Broadway @ Glen St,Bus Stop,42.387798,-71.084329
Broadway @ Franklin St,Bus Stop,42.387063,-71.082176
Broadway @ Lincoln St,Bus Stop,42.386632,-71.080639
Broadway @ Mt Vernon St,Bus Stop,42.386049,-71.078666
Broadway @ Belknap St,Bus Stop,42.405242,-71.130298
Broadway @ Austin St,Bus Stop,42.38686,-71.080685
Broadway @ Indiana Ave,Bus Stop,42.387399,-71.0825
Broadway @ Michigan Ave,Bus Stop,42.388006,-71.084232
Broadway @ Cross St,Bus Stop,42.388711,-71.085778
Broadway @ Kensington Ave,Bus Stop,42.389405,-71.08728
Broadway @ Fellsway W,Bus Stop,42.390738,-71.090085
Broadway @ Temple St,Bus Stop,42.392521,-71.092975
Broadway @ Winter Hill Plaza,Bus Stop,42.393489,-71.094823
Broadway @ Main St,Bus Stop,42.394765,-71.097355
Broadway opp Glenwood Rd,Bus Stop,42.3963,-71.101014
Broadway @ Medford St - Magoun Sq,Bus Stop,42.397313,-71.104121
Broadway @ William St,Bus Stop,42.397876,-71.105925
Broadway @ Alfred St,Bus Stop,42.398403,-71.107573
Broadway @ Boston Ave - Ball Sq,Bus Stop,42.399894,-71.112006
Broadway @ Pearson Rd,Bus Stop,42.400501,-71.113803
Broadway @ Warner St - Powder House Sq,Bus Stop,42.401138,-71.116273
Broadway @ Walker St,Bus Stop,42.400861,-71.117961
Broadway @ Leonard St,Bus Stop,42.401089,-71.120555
Broadway @ Mason St,Bus Stop,42.401631,-71.122806
Broadway @ Packard Ave,Bus Stop,42.402272,-71.124828
Cross St @ Pearl St,Bus Stop,42.385796,-71.087692
Cross St @ Ellsworth St,Bus Stop,42.387146,-71.086847
Cross St @ Broadway,Bus Stop,42.388509,-71.085968
Cross St @ Broadway,Bus Stop,42.388493,-71.086116
Cross St @ Otis St,Bus Stop,42.387135,-71.086991
E 8th @ Columbia Rd,Bus Stop,42.331565,-71.030048
Cross St @ Pearl St,Bus Stop,42.38578,-71.087844
Cross St @ Flint St,Bus Stop,42.384718,-71.088713
Cross St @ Auburn Ave,Bus Stop,42.383766,-71.089538
Cross St @ Chester Ave,Bus Stop,42.38255,-71.090245
Green St @ Pearl St,Bus Stop,42.364128,-71.103034
Cambridge St @ Brighton St,Bus Stop,42.38258,-71.078386
Washington St @ Mt Vernon St,Bus Stop,42.381986,-71.082176
Washington St @ Tufts St,Bus Stop,42.381038,-71.087483
Washington St @ Guild St,Bus Stop,42.191284,-71.202528
Washington St @ McGrath Hwy,Bus Stop,42.38033,-71.089759
Washington St @ Boston St,Bus Stop,42.379859,-71.090824
E 8th St @ M St,Bus Stop,42.331537,-71.033111
Washington St @ Merriam St,Bus Stop,42.379411,-71.092286
Washington St @ Medford St,Bus Stop,42.379792,-71.089974
Washington St @ New Washington St,Bus Stop,42.381241,-71.086308
Washington St @ Inner Belt Rd,Bus Stop,42.382012,-71.081316
Washington St opp Myrtle St,Bus Stop,42.381576,-71.084037
Cambridge St @ Carter St,Bus Stop,42.382304,-71.078998
E 8th St @ L St,Bus Stop,42.331504,-71.035149
River St @ Hyde Park Ave,Bus Stop,42.255826,-71.124343
11 Summer St,Bus Stop,42.25641,-71.125917
61 Summer St opp Parrott St,Bus Stop,42.258998,-71.125093
Summer St @ West St,Bus Stop,42.26264,-71.124565
West St @ Austin St,Bus Stop,42.263233,-71.125455
243 West St opp Myopia Rd,Bus Stop,42.264152,-71.126798
West St @ Deforest St,Bus Stop,42.265549,-71.128704
E 8th St @ K St,Bus Stop,42.331469,-71.037505
347 West St,Bus Stop,42.267019,-71.130262
403 West St,Bus Stop,42.268857,-71.131688
Poplar St @ Deforest St,Bus Stop,42.271001,-71.131905
544 Poplar St,Bus Stop,42.272166,-71.131665
Poplar St @ Beech St,Bus Stop,42.273372,-71.129526
Poplar St opp Cornell St,Bus Stop,42.274446,-71.127961
Poplar St @ Metropolitan Ave,Bus Stop,42.275802,-71.125725
Metropolitan Ave @ Hilburn St,Bus Stop,42.277378,-71.127103
154 Metropolitan Ave opp Malverna Rd,Bus Stop,42.278964,-71.12918
E Broadway @ O St,Bus Stop,42.335672,-71.029038
E 8th St @ I St,Bus Stop,42.331426,-71.039724
Metropolitan Ave @ Kittredge St,Bus Stop,42.28011,-71.131416
Metropolitan Ave @ Kittredge St,Bus Stop,42.280149,-71.131686
Metropolitan Ave @ Malverna Rd,Bus Stop,42.278854,-71.129199
Metropolitan Ave @ Highfield Rd,Bus Stop,42.277545,-71.127459
Poplar St @ Metropolitan Ave,Bus Stop,42.275836,-71.125869
Poplar St @ Cornell St,Bus Stop,42.274646,-71.127923
Poplar St @ Beech St,Bus Stop,42.273537,-71.129374
529 Poplar St,Bus Stop,42.2722,-71.131783
575 Poplar St opp Deforest St,Bus Stop,42.27096,-71.132046
E 8th St @ H St,Bus Stop,42.331405,-71.041311
Poplar St @ West St - George Wright GC,Bus Stop,42.269739,-71.132175
338 West St,Bus Stop,42.267994,-71.131246
West St opp Deforest St,Bus Stop,42.265268,-71.128517
West St @ Myopia Rd,Bus Stop,42.264047,-71.126829
West St @ Austin St,Bus Stop,42.263259,-71.125729
Austin St @ Myopia Rd,Bus Stop,42.261413,-71.125876
Austin St @ Chestnut St,Bus Stop,42.259267,-71.126059
Austin St @ Gordon Ave,Bus Stop,42.257289,-71.126828
Opp 1344 Hyde Park Ave - Blake Estates,Bus Stop,42.252059,-71.125337
Hyde Park Ave @ Pingree St,Bus Stop,42.254741,-71.124397
E 8th St @ G St,Bus Stop,42.331329,-71.044314
Main St @ Bunker Hill St,Bus Stop,42.383307,-71.071852
Main St @ Baldwin St,Bus Stop,42.381149,-71.070908
Main St @ Middlesex St,Bus Stop,42.380135,-71.069908
Main St @ Dunstable St,Bus Stop,42.378076,-71.067792
Main St @ W School St,Bus Stop,42.376399,-71.065733
Main St @ Harvard St,Bus Stop,42.373649,-71.062769
Main St @ Park St,Bus Stop,42.37226,-71.061979
N Washington St @ Medford St,Bus Stop,42.365749,-71.058505
E 8th St @ Covington St,Bus Stop,42.331295,-71.046082
Cambridge St @ Saltonstall Bldg - Bowdoin Sq,Bus Stop,42.360962,-71.061654
N Washington St @ Cooper St,Bus Stop,42.364582,-71.058203
Warren St @ Winthrop St,Bus Stop,42.373614,-71.061511
Warren St @ Church St,Bus Stop,42.375093,-71.063606
Main St @ School St,Bus Stop,42.376827,-71.066083
Main St @ Walker St,Bus Stop,42.378342,-71.067914
Main St @ Oak St,Bus Stop,42.380038,-71.069646
E 8th St @ Old Harbor St,Bus Stop,42.331286,-71.047299
Main St @ Baldwin St,Bus Stop,42.38125,-71.070852
529 Main St,Bus Stop,42.384402,-71.072681
Bunker Hill St @ Main St,Bus Stop,42.383268,-71.07149
Bunker Hill St @ Baldwin St,Bus Stop,42.382401,-71.069733
Bunker Hill St @ Auburn St,Bus Stop,42.381948,-71.068789
Bunker Hill St @ Clarken Ct,Bus Stop,42.380878,-71.066635
Bunker Hill St @ Sullivan St,Bus Stop,42.379871,-71.064639
Bunker Hill St @ Green St,Bus Stop,42.378716,-71.062002
E 8th St @ Mercer St,Bus Stop,42.331495,-71.048888
Bunker Hill St @ Concord St,Bus Stop,42.378284,-71.060779
Bunker Hill St @ Ferrin St,Bus Stop,42.377657,-71.058877
Bunker Hill St @ Vine St,Bus Stop,42.376755,-71.057048
Bunker Hill St @ Lowney Way,Bus Stop,42.375894,-71.056288
Adams St @ Lowney Way,Bus Stop,42.374386,-71.058189
Park St @ Warren St,Bus Stop,42.373222,-71.060875
E 8th St @ Dorchester St,Bus Stop,42.332782,-71.050957
Vine St @ Moulton St,Bus Stop,42.376884,-71.056325
121 Bunker Hill St opp Lexington St,Bus Stop,42.378055,-71.059733
785 Washington St @ Norwood Hospital,Bus Stop,42.189527,-71.202699
Bunker Hill St @ Polk St,Bus Stop,42.378627,-71.061439
Bunker Hill St @ Pearl St,Bus Stop,42.379412,-71.063506
Bunker Hill St @ Sackville St,Bus Stop,42.380271,-71.065203
Bunker Hill St @ N Mead St,Bus Stop,42.381137,-71.066955
Bunker Hill St @ St Martin St,Bus Stop,42.381853,-71.068394
Bunker Hill St @ Medford St,Bus Stop,42.383362,-71.07145
Grand Union Blvd @ Foley St,Bus Stop,42.392526,-71.08034
Grand Union Blvd @ Foley St,Bus Stop,42.392206,-71.080411
Grand Union Blvd @ Canal St,Bus Stop,42.394225,-71.080798
Grand Union Blvd opp Artisan Way,Bus Stop,42.394706,-71.081102
Mystic Ave @ Union St,Bus Stop,42.387725,-71.078526
Mystic Ave @ Middlesex Ave,Bus Stop,42.390512,-71.082209
Mystic Ave @ Temple Rd,Bus Stop,42.395563,-71.088935
W 6th St @ F St,Bus Stop,42.334842,-71.0499
Mystic Ave @ Shore Dr,Bus Stop,42.397237,-71.091127
Mystic Ave @ Fulbright St,Bus Stop,42.402252,-71.098132
Mystic Ave opp Harvard St,Bus Stop,42.406714,-71.102326
Mystic Ave opp Billings Ave,Bus Stop,42.408486,-71.104066
Mystic Ave @ Reardon Rd,Bus Stop,42.412236,-71.107564
Mystic Ave @ James St,Bus Stop,42.413741,-71.108985
Mystic Ave @ Columbia Rd,Bus Stop,42.413444,-71.108991
W 6th St @ E St,Bus Stop,42.335827,-71.051409
Mystic Ave opp Reardon Rd,Bus Stop,42.412084,-71.10772
Mystic Ave @ Whyte St,Bus Stop,42.40945,-71.105247
Mystic Ave @ Billings Ave,Bus Stop,42.408336,-71.104219
Mystic Ave @ Golden Ave,Bus Stop,42.407095,-71.103043
Mystic Ave @ Bonner Ave,Bus Stop,42.405134,-71.101203
Opp 326 Mystic Ave,Bus Stop,42.403881,-71.100091
Mystic Ave opp Fulbright St,Bus Stop,42.402201,-71.09848
Mystic Ave @ Moreland St,Bus Stop,42.399733,-71.095532
Mystic Ave @ Mystic Apartments,Bus Stop,42.399063,-71.094103
Mystic Ave opp Shore Dr,Bus Stop,42.397062,-71.091228
E Broadway @ P St,Bus Stop,42.335698,-71.027303
W 6th St @ D St,Bus Stop,42.336832,-71.053007
Mystic Ave @ Temple Rd,Bus Stop,42.395416,-71.08904
Mystic Ave @ Wheatland St,Bus Stop,42.394079,-71.08729
Mystic Ave @ Kensingston Ave,Bus Stop,42.39193,-71.084983
Columbia Rd @ Wolcott St,Bus Stop,42.303376,-71.083527
South Bay Mall @ Allstate Rd,Bus Stop,42.326086,-71.062473
Boston St @ Ellery St,Bus Stop,42.328459,-71.057733
South Bay Mall @ Marshalls,Bus Stop,42.327382,-71.061681
South Bay Mall @ Target,Bus Stop,42.330197,-71.062576
Boston St opp Washburn St,Bus Stop,42.325805,-71.058965
Boston St @ W Howell St,Bus Stop,42.325142,-71.059251
Boston St opp Harvest St,Bus Stop,42.323524,-71.060353
Boston St opp Mayhew St,Bus Stop,42.322139,-71.061187
Columbia Rd @ Dudley St,Bus Stop,42.317228,-71.065045
Columbia Rd @ Bird St,Bus Stop,42.314688,-71.067432
Columbia Rd @ Glendale St,Bus Stop,42.312642,-71.068632
Columbia Rd @ Quincy St,Bus Stop,42.311271,-71.070413
Columbia Rd @ Hamilton St,Bus Stop,42.310291,-71.072279
Columbia Rd opp Wyola Pl,Bus Stop,42.308461,-71.075087
Columbia Rd @ Devon St,Bus Stop,42.307465,-71.076246
Columbia Rd @ Geneva Ave,Bus Stop,42.306216,-71.078321
Columbia Rd @ Washington St,Bus Stop,42.305519,-71.080507
Columbia Rd @ Seaver St,Bus Stop,42.30431,-71.082426
Glen Ln @ Blue Hill Ave - Franklin Park Zoo,Bus Stop,42.301806,-71.086667
Old Rd @ Ellington St,Bus Stop,42.302767,-71.084486
Columbia Rd @ Seaver St,Bus Stop,42.304183,-71.082124
Columbia Rd @ Washington St,Bus Stop,42.305402,-71.080253
Lincoln St @ Reading Depot,Bus Stop,42.521793,-71.107921
185 Columbia Rd,Bus Stop,42.306567,-71.077044
Columbia Rd @ Devon St,Bus Stop,42.307551,-71.075758
Columbia Rd @ Intervale St,Bus Stop,42.309061,-71.073733
Columbia Rd @ Hamilton St,Bus Stop,42.310128,-71.072044
Columbia Rd @ Quincy St,Bus Stop,42.31118,-71.070077
Columbia Rd @ Glendale St,Bus Stop,42.312835,-71.068184
Columbia Rd @ Stoughton St,Bus Stop,42.317122,-71.064572
Columbia Rd @ Annabel St,Bus Stop,42.318702,-71.063102
Columbia Rd @ Massachusetts Ave,Bus Stop,42.319915,-71.062177
Mystic Ave opp Kensington Ave,Bus Stop,42.392595,-71.084056
Boston St @ Mayhew St,Bus Stop,42.321914,-71.061132
Boston St @ Dorset St,Bus Stop,42.324096,-71.059813
Boston St @ Howell St,Bus Stop,42.325163,-71.059106
Boston St @ Rawson St,Bus Stop,42.326245,-71.058648
Watertown St @ Peacock Farm Rd,Bus Stop,42.418879,-71.206541
48 Pleasant St,Bus Stop,42.423802,-71.20816
Pleasant St opp Fern St,Bus Stop,42.427424,-71.207023
P St @ E 5th St,Bus Stop,42.334111,-71.027196
P St @ Columbia Rd,Bus Stop,42.332657,-71.027166
Washington St @ Douglas Ave,Bus Stop,42.186822,-71.203033
Washington St @ Melnea Cass Blvd - Silver Line,Bus Stop,42.333021,-71.080799
E Broadway @ Farragut Rd,Bus Stop,42.335738,-71.02519
Massachusetts Ave @ Magazine St,Bus Stop,42.328065,-71.068054
Hancock St opp Glover Ave,Bus Stop,42.27419,-71.026325
Hancock St @ Billings Rd,Bus Stop,42.273451,-71.025558
Hancock St opp Albion Rd,Bus Stop,42.271589,-71.022667
Hancock St @ Linden St,Bus Stop,42.270446,-71.020777
Atlantic Ave @ Milk St,Bus Stop,42.358674,-71.051461
Atlantic Ave @ Commercial Wharf,Bus Stop,42.362334,-71.051095
Hancock St @ Chester St,Bus Stop,42.269708,-71.019559
Northern Ave @ Tide St,Bus Stop,42.34508,-71.031986
Hancock St @ Woodbine St,Bus Stop,42.26884,-71.018107
23 Drydock Ave,Bus Stop,42.344649,-71.030268
27 Drydock Ave,Bus Stop,42.344706,-71.028419
Drydock Ave @ Harbor St,Bus Stop,42.344669,-71.037379
Hancock St @ Beale St,Bus Stop,42.267632,-71.016165
Hancock St @ Wentworth Rd,Bus Stop,42.266379,-71.014316
Farragut Rd opp E Sixth St,Bus Stop,42.333672,-71.024883
Farragut Rd @ Broadway,Bus Stop,42.336028,-71.025028
757 Hancock St,Bus Stop,42.26565,-71.01389
W 6th S @ Dorchester St,Bus Stop,42.334168,-71.048924
Hancock St @ Clay St,Bus Stop,42.264208,-71.013047
250 Dorchester Avenue,Bus Stop,42.339299,-71.057007
Dorchester Ave @ Edison Green,Bus Stop,42.319927,-71.056824
