name,type,latitude,longitude
Ferry St @ Central Ave,Bus Stop,42.418173,-71.050995
Ferry St @ Glendale St,Bus Stop,42.417127,-71.049458
Ferry St @ Walnut St - Glendale Towers,Bus Stop,42.416209,-71.049046
Ferry St @ Broadway,Bus Stop,42.415073,-71.048403
Ferry St @ Broadway,Bus Stop,42.415458,-71.048441
381 Ferry St opp Walnut St - Glendale Towers,Bus Stop,42.416285,-71.048935
Ferry St @ Shute St,Bus Stop,42.417225,-71.049383
Ferry St @ Rock Valley Ave,Bus Stop,42.418169,-71.050716
Ferry St @ Coolidge St,Bus Stop,42.419093,-71.052711
Ferry St @ Rich St,Bus Stop,42.420035,-71.054503
Dorchester Ave @ Hurlcroft Ave,Bus Stop,42.282077,-71.065378
Ferry St @ Harvard St,Bus Stop,42.420885,-71.056916
Ferry St @ Cross St,Bus Stop,42.421684,-71.058585
Washington St @ Dean St,Bus Stop,42.18044,-71.204642
Ferry St @ Magnolia St,Bus Stop,42.42259,-71.060815
Ferry St @ Holyoke St,Bus Stop,42.423331,-71.063036
Ferry St @ Eastern Ave,Bus Stop,42.424179,-71.064342
Eastern Ave @ Main St,Bus Stop,42.423385,-71.067214
Main St @ Centre St,Bus Stop,42.425097,-71.06768
Florence St @ Washington St,Bus Stop,42.42865,-71.071159
Dorchester Ave @ Gallivan Blvd,Bus Stop,42.280386,-71.0659
310 Main St,Bus Stop,42.424186,-71.067756
Main St @ Madison St,Bus Stop,42.42307,-71.067331
Eastern Ave @ Ferry St,Bus Stop,42.424233,-71.065004
Eastern Ave @ Phillips Ct,Bus Stop,42.424982,-71.063517
Eastern Ave @ Franklin St,Bus Stop,42.426929,-71.059522
435 Eastern Ave,Bus Stop,42.427843,-71.057534
210 Lyme St,Bus Stop,42.427481,-71.054588
Willow St @ Daniels St,Bus Stop,42.42762,-71.052298
23 Bowdoin St,Bus Stop,42.427576,-71.050902
Bowdoin St @ Harvard St,Bus Stop,42.426462,-71.049474
Bowdoin St @ Newland St,Bus Stop,42.424517,-71.046735
Newland St @ Alden St,Bus Stop,42.424042,-71.048116
Newland St @ Bryant St,Bus Stop,42.423005,-71.050842
Bryant St @ Harvard St,Bus Stop,42.424166,-71.052523
Bryant St @ Willow St,Bus Stop,42.425751,-71.054666
Cross St @ Henry St,Bus Stop,42.423753,-71.056259
Cross St @ Ferry St,Bus Stop,42.421808,-71.058688
Cross St @ Walnut St,Bus Stop,42.42079,-71.060183
Cross St @ Pelham St,Bus Stop,42.420159,-71.061447
Cross St @ High St,Bus Stop,42.419275,-71.063396
Cross St @ Main St,Bus Stop,42.418708,-71.065427
Main St @ Converse Ave,Bus Stop,42.416834,-71.065392
Main St @ Peirce Ave,Bus Stop,42.41472,-71.06424
Main St @ Floyd St,Bus Stop,42.413477,-71.063608
Main St @ Everett St,Bus Stop,42.412037,-71.063166
Main St @ Prescott St,Bus Stop,42.410919,-71.062744
Morton St @ Selden St,Bus Stop,42.280344,-71.082171
Main St @ Baldwin Ave,Bus Stop,42.409222,-71.062389
202 Main St,Bus Stop,42.407618,-71.062197
Main St @ Parlin St,Bus Stop,42.40632,-71.062054
Main St @ Tileston St,Bus Stop,42.405248,-71.061599
Main St @ West St,Bus Stop,42.403728,-71.061171
Main St @ Elmwood St,Bus Stop,42.404144,-71.061262
Main St @ Oakes St,Bus Stop,42.405094,-71.061422
Main St @ Forest Ave,Bus Stop,42.407684,-71.062074
Main St @ Baldwin Ave,Bus Stop,42.409048,-71.062239
Main St @ Clark St,Bus Stop,42.410248,-71.062419
Morton St @ Norfolk St,Bus Stop,42.281887,-71.087192
Main St @ Dyer Ave,Bus Stop,42.41138,-71.062793
Main St @ Bradford St,Bus Stop,42.413498,-71.063482
Main St @ Belmont St,Bus Stop,42.415112,-71.064329
Main St @ Clarendon St,Bus Stop,42.416908,-71.065277
Cross St @ Main St,Bus Stop,42.418631,-71.065335
Cross St @ Stevens St,Bus Stop,42.419322,-71.063053
Cross St @ Pratt St,Bus Stop,42.420125,-71.06127
Cross St @ Walnut St,Bus Stop,42.420746,-71.060043
Cross St @ Ferry St,Bus Stop,42.421794,-71.058536
Cross St @ Henry St,Bus Stop,42.423738,-71.056107
Morton St @ Theodore St,Bus Stop,42.283461,-71.089011
Opp 314 Bryant St @ Suffolk Manor,Bus Stop,42.424917,-71.053688
Bryant St @ Harvard St,Bus Stop,42.424062,-71.052561
Newland St @ Bryant St,Bus Stop,42.422975,-71.050701
218 Newland St,Bus Stop,42.424025,-71.047965
172 Bowdoin St,Bus Stop,42.424947,-71.047191
Bowdoin St opp Harvard St,Bus Stop,42.426572,-71.049413
Bowdoin St @ Willow St,Bus Stop,42.428147,-71.051517
Willow St @ Lyme St,Bus Stop,42.42734,-71.052852
Lyme St @ Cross St,Bus Stop,42.42755,-71.054703
420 Eastern Ave,Bus Stop,42.427994,-71.057433
Morton St opp Greendale Rd,Bus Stop,42.284936,-71.092533
Eastern Ave @ Franklin St,Bus Stop,42.42684,-71.059934
Eastern Ave @ Phillips Ct,Bus Stop,42.425027,-71.06365
Lebanon St @ Wilbur St,Bus Stop,42.44048,-71.049136
Lebanon St @ Sylvan St,Bus Stop,42.439494,-71.048291
Lebanon St @ Cherry St,Bus Stop,42.437588,-71.047171
Lebanon St @ Orchard St,Bus Stop,42.435046,-71.045519
Lebanon St @ Salem St,Bus Stop,42.433625,-71.046151
Morton St @ Havelock St,Bus Stop,42.286616,-71.093342
468 Salem St opp Dell St,Bus Stop,42.431517,-71.051995
Salem St @ Granville Ave,Bus Stop,42.431174,-71.054536
Salem St @ Pierce St,Bus Stop,42.430976,-71.057927
Salem St @ Wolcott St,Bus Stop,42.429597,-71.060977
Salem St @ Tremont St,Bus Stop,42.42839,-71.063364
Salem St @ Park St,Bus Stop,42.427376,-71.065805
Main St @ Brown Terr,Bus Stop,42.421555,-71.067171
158 Main St,Bus Stop,42.420639,-71.066603
Main St @ Wigglesworth St,Bus Stop,42.419938,-71.066126
Morton St @ Canterbury St,Bus Stop,42.292903,-71.096071
Eagle St @ Lexington St,Bus Stop,42.381369,-71.027724
Main St @ Cross St,Bus Stop,42.418786,-71.065523
Main St @ Wilson Ave,Bus Stop,42.420523,-71.066374
Main St @ Newhall St,Bus Stop,42.421761,-71.067106
Main St @ Eastern Ave,Bus Stop,42.423136,-71.067208
Salem St opp Sprague St,Bus Stop,42.427665,-71.064714
Salem St @ Richardson St,Bus Stop,42.429249,-71.061406
Morton St @ Shattuck Hospital,Bus Stop,42.298585,-71.101828
Salem St @ Salem Pl,Bus Stop,42.430118,-71.059667
Salem St @ Harding Ave,Bus Stop,42.430728,-71.058288
Washington St @ Lenox St,Bus Stop,42.181626,-71.203256
Salem St @ Cross St,Bus Stop,42.431055,-71.054889
Salem St @ Dell St,Bus Stop,42.431331,-71.05245
Salem St @ Branch St,Bus Stop,42.431877,-71.04979
627 Salem St,Bus Stop,42.433058,-71.047263
Lebanon St @ Salem St,Bus Stop,42.433668,-71.046006
Lebanon St @ Granite St,Bus Stop,42.435024,-71.0454
Lebanon St @ Valley St,Bus Stop,42.437393,-71.046972
Lebanon St @ Marshall Ave,Bus Stop,42.440009,-71.048595
Arborway opp Courthouse,Bus Stop,42.30165,-71.109381
Lebanon St Loop,Bus Stop,42.442108,-71.048962
Eastern Ave @ Lynn St,Bus Stop,42.431624,-71.026422
Eastern Ave @ Clapp St,Bus Stop,42.431275,-71.028973
1388 Eastern Ave opp Bellvale St,Bus Stop,42.431136,-71.030993
1332 Eastern Ave opp Prentiss St,Bus Stop,42.43103,-71.032624
Broadway @ Eastern Ave,Bus Stop,42.43013,-71.040331
Broadway @ Sheafe St,Bus Stop,42.42781,-71.041174
Broadway @ Broadway Plaza,Bus Stop,42.424878,-71.042284
990 Broadway opp Grover St,Bus Stop,42.423469,-71.042806
Broadway @ Shute St,Bus Stop,42.421784,-71.043436
Broadway @ Cameron St,Bus Stop,42.420212,-71.044062
Broadway @ Kenwood Rd,Bus Stop,42.418584,-71.045367
Broadway @ Edith Ave,Bus Stop,42.417359,-71.046423
Broadway @ Marie Ave,Bus Stop,42.41626,-71.047339
Broadway @ Ferry St,Bus Stop,42.41537,-71.048144
Broadway @ Raymond St,Bus Stop,42.413306,-71.049838
Broadway @ Church St,Bus Stop,42.407971,-71.054733
Broadway @ Norwood St,Bus Stop,42.406582,-71.056002
Broadway @ Bowdoin St,Bus Stop,42.399834,-71.062332
Broadway opp Beacham St,Bus Stop,42.398286,-71.063754
Broadway opp Thorndike St,Bus Stop,42.39696,-71.065003
Washington St @ Massachusetts Ave,Bus Stop,42.336361,-71.077214
Geneva Ave @ Four Corners/Geneva Station,Bus Stop,42.305093,-71.076623
Broadway @ Horizon Way,Bus Stop,42.394405,-71.067368
Opp 173 Alford St,Bus Stop,42.392768,-71.068723
Alford St @ MWRA Pump Station,Bus Stop,42.391021,-71.070228
Alford St @ MBTA Charlestown Garage,Bus Stop,42.386901,-71.072882
Alford St @ West St,Bus Stop,42.38579,-71.07345
Alford St @ Main St,Bus Stop,42.38602,-71.072459
173 Alford St,Bus Stop,42.392328,-71.068781
Broadway @ Dexter St,Bus Stop,42.394293,-71.067205
Broadway @ Thorndike St,Bus Stop,42.396817,-71.064982
Broadway @ Langdon St,Bus Stop,42.398888,-71.06301
Broadway St @ Bartlett St,Bus Stop,42.400396,-71.061599
Geneva Ave opp Olney St,Bus Stop,42.304832,-71.074046
Broadway @ Mansfield St,Bus Stop,42.407768,-71.054757
Broadway @ High St,Bus Stop,42.410533,-71.052194
Broadway @ Lexington St,Bus Stop,42.411919,-71.050917
Broadway @ Gledhill St,Bus Stop,42.416817,-71.046701
Broadway @ Reed Ave,Bus Stop,42.413414,-71.049529
Broadway @ Ferry St,Bus Stop,42.41534,-71.047956
Broadway @ Coburn Terr,Bus Stop,42.416054,-71.047355
Geneva Ave @ Bowdoin St,Bus Stop,42.303422,-71.071564
Broadway @ Summit Ave,Bus Stop,42.418193,-71.045566
Broadway @ Lynn St,Bus Stop,42.419691,-71.044255
Broadway @ Shute St,Bus Stop,42.42182,-71.043299
Broadway @ Estes St,Bus Stop,42.423102,-71.042819
53 Broadway,Bus Stop,42.424677,-71.04223
Broadway opp Sheafe St,Bus Stop,42.427609,-71.041124
Eastern Ave @ Broadway,Bus Stop,42.430214,-71.040002
Eastern Ave @ Prentiss St,Bus Stop,42.430941,-71.032539
Geneva Ave @ Holiday St,Bus Stop,42.302292,-71.069671
Eastern Ave @ Bellvale St,Bus Stop,42.431047,-71.030897
Eastern Ave @ Cleveland St,Bus Stop,42.4312,-71.028744
Eastern Ave @ Lynn St,Bus Stop,42.431512,-71.026548
Park Ave @ Busway Entrance,Bus Stop,42.410583,-71.014567
Park Ave @ Allston St,Bus Stop,42.411196,-71.016755
Park Ave @ Cambridge St,Bus Stop,42.411667,-71.018443
Geneva Ave @ Westville St,Bus Stop,42.301075,-71.06761
Park Ave @ Essex St,Bus Stop,42.412281,-71.020637
Park Ave @ Genesee St,Bus Stop,42.412662,-71.022072
Park Ave @ Irving St,Bus Stop,42.413015,-71.023373
Park Ave @ Lambert St,Bus Stop,42.41394,-71.026695
633 Park Ave,Bus Stop,42.414531,-71.028857
Park Ave @ McLeavey St,Bus Stop,42.415021,-71.030613
Elm St opp Haskell Ave,Bus Stop,42.415684,-71.033138
Elm St @ Woodlawn Ave,Bus Stop,42.415431,-71.034234
Geneva Ave @ Dakota St,Bus Stop,42.300335,-71.066358
Elm St @ Adams Ave,Bus Stop,42.414001,-71.037038
Elm St @ Jefferson Ave,Bus Stop,42.413554,-71.039644
Elm St opp Woodlawn St,Bus Stop,42.413336,-71.042049
Elm St @ Glendale Pk,Bus Stop,42.412881,-71.044764
Ferry St @ Chestnut St,Bus Stop,42.409958,-71.045743
Ferry St @ Arlington St,Bus Stop,42.408492,-71.046213
Ferry St @ Orange Ct,Bus Stop,42.405838,-71.047435
Ferry St @ Chelsea St,Bus Stop,42.404184,-71.048217
Broadway opp Second St,Bus Stop,42.405543,-71.056979
Geneva Ave @ Tonawanda St,Bus Stop,42.299473,-71.064885
Broadway @ Gladstone St,Bus Stop,42.403867,-71.058531
Fields Corner Sta @ Geneva Ave,Bus Stop,42.299024,-71.063789
Santilli Circle,Bus Stop,42.402829,-71.067636
930 Washington St opp Walnut Ave,Bus Stop,42.184613,-71.203202
Broadway @ Cushman Ave,Bus Stop,42.414808,-71.009402
Santilli Circle,Bus Stop,42.40268,-71.06754
Gateway Center opp Texas Roadhouse,Bus Stop,42.399817,-71.070616
Gateway Center @ Target,Bus Stop,42.398945,-71.070054
Broadway @ Gladstone St,Bus Stop,42.403864,-71.058383
Ferry St @ Union St,Bus Stop,42.406029,-71.047212
Ferry St @ Nichols St,Bus Stop,42.408292,-71.046166
Ferry St @ Cherry St,Bus Stop,42.409815,-71.045644
Ferry St @ Clarence St,Bus Stop,42.41173,-71.04559
452 Geneva Ave opp Bloomfield St,Bus Stop,42.299875,-71.065374
Elm St opp Glendale Pk,Bus Stop,42.412802,-71.044699
Elm St @ Woodlawn St,Bus Stop,42.413296,-71.042416
Elm St @ Jefferson Ave,Bus Stop,42.413425,-71.03986
Elm St @ Englewood Ave,Bus Stop,42.414014,-71.036738
Elm St @ Duncan Rd,Bus Stop,42.414742,-71.035596
289 Elm St,Bus Stop,42.415126,-71.0348
Elm St @ Haskell Ave,Bus Stop,42.415589,-71.033108
682 Park Ave opp McCleavey St,Bus Stop,42.414911,-71.03058
618 Park Ave,Bus Stop,42.414362,-71.028618
Geneva Ave @ Westville St,Bus Stop,42.300925,-71.067152
Park Ave @ Dale St,Bus Stop,42.41351,-71.025517
Park Ave @ S Irving St,Bus Stop,42.412995,-71.023644
290 Park Ave opp Essex St,Bus Stop,42.412056,-71.020172
Park Ave @ S Cambridge St,Bus Stop,42.411643,-71.018718
40 Park Ave,Bus Stop,42.410236,-71.013618
Broadway @ Park Ave,Bus Stop,42.410663,-71.012304
60 Woodlawn Ave,Bus Stop,42.413224,-71.033033
Woodlawn Ave @ Washington Ave,Bus Stop,42.412336,-71.031519
Washington Ave @ Prospect Ave,Bus Stop,42.411201,-71.0314
Geneva Ave @ Topliff St,Bus Stop,42.301443,-71.068069
Washington Ave @ Annese Rd,Bus Stop,42.409715,-71.0302
Garfield Ave @ Exeter St,Bus Stop,42.407369,-71.029544
78 Garfield Ave opp Clyde St,Bus Stop,42.406258,-71.029563
Sagamore Ave @ Jones Ave,Bus Stop,42.40531,-71.030581
Sagamore Ave @ Murray St,Bus Stop,42.405015,-71.03309
Sagamore Ave @ Washington Ave,Bus Stop,42.404788,-71.035371
Washington Ave @ Revere Beach Pkwy,Bus Stop,42.403957,-71.035993
Washington Ave @ Reynolds Ave,Bus Stop,42.403055,-71.036281
296 Washington Ave opp Jefferson Ave,Bus Stop,42.402028,-71.035402
Washington Ave @ Carmel St,Bus Stop,42.400404,-71.033468
Geneva Ave @ Holiday St,Bus Stop,42.302248,-71.069383
Washington Ave @ Spruce St,Bus Stop,42.399425,-71.03232
Washington Ave @ Bloomingdale St,Bus Stop,42.397401,-71.031347
Washington Ave @ Heard St,Bus Stop,42.395578,-71.032915
Washington Ave @ Broadway,Bus Stop,42.392841,-71.034136
Broadway @ Fourth St,Bus Stop,42.391797,-71.035912
Third St @ Chestnut St,Bus Stop,42.391656,-71.038396
Washington Ave @ Chestnut St,Bus Stop,42.394282,-71.033613
Geneva Ave @ Levant St,Bus Stop,42.303035,-71.070724
Beacon St @ Broadway,Bus Stop,42.388714,-71.042267
Park St @ Williams St,Bus Stop,42.388994,-71.040606
Park St @ Cross St,Bus Stop,42.389665,-71.037918
Park St @ Hawthorne St,Bus Stop,42.390253,-71.035677
Hawthorne St @ Broadway,Bus Stop,42.392517,-71.03413
Broadway @ Shurtleff St,Bus Stop,42.393347,-71.03296
City Hall Ave @ Broadway,Bus Stop,42.393967,-71.032845
Washington Ave @ Crescent Ave,Bus Stop,42.395785,-71.03264
125 Washington Ave opp Orange St,Bus Stop,42.396807,-71.031703
Geneva Ave @ Bowdoin St,Bus Stop,42.303532,-71.071545
Washington Ave @ Cary Ave,Bus Stop,42.398055,-71.030839
Washington Ave @ Spruce St,Bus Stop,42.399347,-71.032062
Washington Ave opp Carmel St,Bus Stop,42.40069,-71.033637
Washington Ave @ Jefferson Ave,Bus Stop,42.402339,-71.035592
325 Washington Ave,Bus Stop,42.403101,-71.036144
Sagamore Ave @ Washington Ave,Bus Stop,42.40468,-71.035224
Sagamore Ave @ Murray St,Bus Stop,42.404932,-71.032991
Sagamore Ave @ Garfield Ave,Bus Stop,42.405285,-71.029993
Garfield Ave @ Clyde St,Bus Stop,42.406284,-71.029419
Geneva Ave @ Olney St,Bus Stop,42.304962,-71.07428
137 Garfield Ave opp Bell St,Bus Stop,42.407992,-71.029513
Garfield Ave @ Fenno St,Bus Stop,42.409324,-71.029914
Washington Ave @ Columbus St,Bus Stop,42.411242,-71.031285
Washington Ave @ Prospect Ave,Bus Stop,42.412241,-71.031314
Washington Ave @ Park Ave,Bus Stop,42.415026,-71.032236
Chelsea St @ Victoria St,Bus Stop,42.4064,-71.054381
Chelsea St @ Spring St,Bus Stop,42.40517,-71.051943
Geneva Ave @ Four Corners/Geneva Station,Bus Stop,42.305194,-71.076651
Chelsea St @ S Ferry St,Bus Stop,42.404066,-71.048341
221 Chelsea St,Bus Stop,42.403088,-71.046633
271 Chelsea St opp Luke Rd,Bus Stop,42.402798,-71.044177
Cummins Hwy @ Rugby Rd,Bus Stop,42.270847,-71.103265
Chelsea St opp Francis St,Bus Stop,42.402773,-71.043325
Cummins Hwy @ Alabama St,Bus Stop,42.271802,-71.106331
Everett Ave @ Carter St,Bus Stop,42.399253,-71.040833
Everett Ave @ Vale St,Bus Stop,42.397482,-71.040291
Hyde Park Ave @ Eldridge Rd,Bus Stop,42.292344,-71.117619
Spruce St @ Everett Ave,Bus Stop,42.395052,-71.039983
Hyde Park Ave opp Mt Hope St,Bus Stop,42.285028,-71.119007
Geneva Ave @ Columbia Rd,Bus Stop,42.306001,-71.078119
Arlington St @ Fifth St,Bus Stop,42.394716,-71.036276
686 American Legion Hwy,Bus Stop,42.283989,-71.112385
Sixth St @ Walnut St,Bus Stop,42.395012,-71.034252
Broadway opp Cross St,Bus Stop,42.39055,-71.03815
Central Ave @ Shawmut St,Bus Stop,42.389857,-71.033679
89 Central Ave,Bus Stop,42.389433,-71.032109
1532 Hyde Park Ave opp Reservation Rd,Bus Stop,42.246094,-71.128866
Central Ave @ Highland Ave,Bus Stop,42.388932,-71.030247
Central Ave @ Willow St,Bus Stop,42.388264,-71.026812
245 Central Ave,Bus Stop,42.38782,-71.024561
Geneva Ave @ Columbia Rd,Bus Stop,42.306277,-71.07851
Washington St @ East Hoyle St,Bus Stop,42.187581,-71.2028
Bennington St @ Bremen St,Bus Stop,42.379353,-71.026894
E Eagle St @ Chelsea St,Bus Stop,42.380994,-71.026413
Bennington St @ Neptune Rd,Bus Stop,42.379968,-71.025214
Geneva Ave @ Jeremiah Burke High School,Bus Stop,42.307223,-71.079805
Chelsea St opp Curtis St,Bus Stop,42.383997,-71.022681
Central Ave @ Chelsea Garage,Bus Stop,42.387935,-71.024536
O'Callaghan Way opp Osborne St,Bus Stop,42.47012,-70.986748
Central Ave @ Willow St,Bus Stop,42.38837,-71.026854
Central Ave @ Highland St,Bus Stop,42.389033,-71.030254
Central Ave @ Lynn St,Bus Stop,42.389622,-71.032179
Central Ave @ Shawmut St,Bus Stop,42.390242,-71.034676
Chelsea St @ Eagle Sq,Bus Stop,42.381404,-71.025506
Geneva Ave @ Blue Hill Ave,Bus Stop,42.308694,-71.082804
Everett Ave @ Arlington St,Bus Stop,42.393412,-71.038999
Everett Ave @ Maple St,Bus Stop,42.39743,-71.040116
Everett Ave @ Carter St,Bus Stop,42.399382,-71.040726
Chelsea St @ Malden St,Bus Stop,42.402878,-71.04268
Chelsea St @ Luke Rd,Bus Stop,42.402874,-71.043921
Chelsea St @ Irving St,Bus Stop,42.403156,-71.04637
Dorchester Ave @ Valley Rd,Bus Stop,42.278091,-71.066507
Chelsea St @ Mead St,Bus Stop,42.404564,-71.049929
Chelsea St @ Edmester Ct,Bus Stop,42.405279,-71.051946
Chelsea St @ Plumer St,Bus Stop,42.40601,-71.053488
Broadway @ Everett Sq,Bus Stop,42.405955,-71.05641
Revere St @ Bay Rd,Bus Stop,42.418789,-70.989564
Massachusetts Ave @ Albany St,Bus Stop,42.333825,-71.073541
Dorchester Ave @ St Gregory St,Bus Stop,42.275594,-71.067229
Revere St @ Ford St,Bus Stop,42.418702,-70.991787
Revere St @ Bosson St,Bus Stop,42.418573,-70.995974
Revere St @ Bates St,Bus Stop,42.418494,-70.998769
Revere St @ Breed St,Bus Stop,42.417444,-71.000738
Revere St @ Carleton St,Bus Stop,42.416728,-71.006947
Dorchester Ave @ Washington St,Bus Stop,42.272456,-71.068104
570 Broadway @ Elmwood Ave,Bus Stop,42.413516,-71.010219
Broadway opp Central Ave,Bus Stop,42.410793,-71.01197
Broadway @ Yeamans St,Bus Stop,42.408443,-71.013505
Broadway @ Page St,Bus Stop,42.405046,-71.016352
Broadway @ Cabot St,Bus Stop,42.402054,-71.019701
Broadway @ Stockton St,Bus Stop,42.400896,-71.021032
River St @ Wichita Ter,Bus Stop,42.27208,-71.070655
Broadway @ Webster Ave,Bus Stop,42.399754,-71.022329
Broadway opp Green St,Bus Stop,42.398745,-71.023666
Broadway @ Eleanor St,Bus Stop,42.397829,-71.025257
Broadway @ Parker St,Bus Stop,42.39693,-71.02686
Broadway @ Cary Ave,Bus Stop,42.396061,-71.028454
Broadway @ Crescent Ave,Bus Stop,42.395377,-71.029581
Broadway opp Gerrish Ave,Bus Stop,42.394576,-71.03099
Pearl St opp Essex St,Bus Stop,42.389527,-71.037719
Pearl St @ Williams St,Bus Stop,42.388103,-71.038734
Meridian St @ Condor St,Bus Stop,42.382687,-71.039373
Meridian St @ West Eagle St,Bus Stop,42.381432,-71.039378
Meridian St @ White St,Bus Stop,42.380385,-71.039312
Meridian St @ Eutaw St,Bus Stop,42.378716,-71.039287
Meridian St @ Lexington St,Bus Stop,42.376967,-71.039277
Meridian St @ Liverpool St,Bus Stop,42.37409,-71.039143
Meridian St @ Havre St,Bus Stop,42.37203,-71.039105
River St @ Cedar St,Bus Stop,42.271399,-71.074869
Meridian St @ Havre St,Bus Stop,42.372502,-71.038958
Meridian St @ Saratoga St,Bus Stop,42.375709,-71.039031
Meridian St @ Eutaw St,Bus Stop,42.378763,-71.039108
Meridian St @ White St,Bus Stop,42.380445,-71.039186
Meridian St @ Falcon St,Bus Stop,42.382078,-71.039184
Pearl St @ Marginal St,Bus Stop,42.388074,-71.038557
Pearl St @ Essex St,Bus Stop,42.389439,-71.037624
River St @ Standard St,Bus Stop,42.271742,-71.078388
Broadway @ Gerrish Ave,Bus Stop,42.394393,-71.03111
Broadway @ Crescent Ave,Bus Stop,42.395197,-71.029701
Broadway @ Parker St,Bus Stop,42.396747,-71.026979
Broadway @ Eleanor St,Bus Stop,42.397643,-71.02537
Broadway @ Green St,Bus Stop,42.398643,-71.023637
Broadway @ Webster Ave,Bus Stop,42.399557,-71.022394
Broadway @ Stockton St,Bus Stop,42.400699,-71.021093
Broadway @ Cabot St,Bus Stop,42.401857,-71.019773
Broadway @ Taft St,Bus Stop,42.404978,-71.016173
River St opp Duxbury Rd,Bus Stop,42.271405,-71.080781
Broadway @ Beach St,Bus Stop,42.406365,-71.014559
Broadway @ Pleasant St,Bus Stop,42.408222,-71.013389
Washington St @ Norwood Hospital,Bus Stop,42.189515,-71.202573
Broadway opp Fernwood Ave,Bus Stop,42.411045,-71.011627
Broadway opp Elmwood Ave,Bus Stop,42.413556,-71.009976
Revere St @ Lee St,Bus Stop,42.416594,-71.005719
River St opp Leahaven Rd,Bus Stop,42.27135,-71.082411
Revere St @ Stowers St,Bus Stop,42.416453,-71.001753
235 Revere St opp Breed St,Bus Stop,42.417466,-71.00059
Revere St @ Sagamore St,Bus Stop,42.418574,-70.99272
River St @ Newcroft Circle,Bus Stop,42.271152,-71.084455
Beach St opp Nahant Ave,Bus Stop,42.408817,-70.99548
Beach St @ VFW Pkwy,Bus Stop,42.410007,-70.998887
Beach St @ Harris St,Bus Stop,42.409085,-71.003659
Beach St @ School St,Bus Stop,42.408978,-71.008839
River St @ Gladeside Ave,Bus Stop,42.270226,-71.087831
49 Central Ave,Bus Stop,42.409605,-71.010465
Beach St @ Eustis St,Bus Stop,42.40923,-71.006776
Beach St @ Harris St - Bell Circle,Bus Stop,42.408994,-71.003578
Beach St @ Walnut Ave,Bus Stop,42.409189,-70.99676
Beach St @ N Shore Rd,Bus Stop,42.408555,-70.993879
